2.010270263671875000e+03 -2.049194590654224157e-04 4.624646389856934547e-04 -3.821698576211929321e-02 -2.721339932924677859e-04 -3.421270228273209923e-04
2.010271606445312500e+03 -1.447013637516647577e-04 4.624678404070436954e-04 -3.296215087175369263e-02 -2.773971779757374197e-04 -3.456090852631543697e-04
2.010272949218750000e+03 1.744114852044731379e-04 4.625119618140161037e-04 -2.770731411874294281e-02 -2.817810116060691784e-04 -3.484959573931689647e-04
2.010274414062500000e+03 2.625570232339669019e-05 4.624100110959261656e-04 -2.197476662695407867e-02 -2.855806472809948758e-04 -3.509769217777680694e-04
2.010275756835937500e+03 3.271930909249931574e-04 4.624840803444385529e-04 -1.671993173658847809e-02 -2.881771483488508112e-04 -3.526460701609446247e-04
2.010277221679687500e+03 3.255494812037795782e-04 4.626254085451364517e-04 -1.098738331347703934e-02 -2.900543515347289367e-04 -3.538131359007712362e-04
2.010278564453125000e+03 -8.758412441238760948e-04 4.628710739780217409e-04 -5.732547957450151443e-03 -2.909062184236280439e-04 -3.542871762507449063e-04
2.010279907226562500e+03 2.524090232327580452e-04 4.623996210284531116e-04 -4.777123103849589825e-04 -2.909302382270205836e-04 -3.541929034838187107e-04
2.010281372070312500e+03 8.626816998003050685e-05 4.623379500117152929e-04 5.254835356026887894e-03 -2.900123077469337046e-04 -3.534415116475120300e-04
2.010282714843750000e+03 -2.834391489159315825e-04 4.628768365364521742e-04 1.050967071205377579e-02 -2.883021050069388999e-04 -3.521559352605008186e-04
2.010284057617187500e+03 4.999483353458344936e-04 4.622695851139724255e-04 1.576450653374195099e-02 -2.857544910783947341e-04 -3.502954463174834387e-04
2.010285522460937500e+03 -6.273242615861818194e-05 4.634403449017554522e-04 2.149705402553081512e-02 -2.820089411113739313e-04 -3.476033195337624448e-04
2.010286865234375000e+03 -2.412182948319241405e-04 4.627780290320515633e-04 2.675188891589641571e-02 -2.776756013202448590e-04 -3.445200103365797517e-04
2.010288330078125000e+03 -1.545397099107503891e-04 4.622957494575530291e-04 3.248443827033042908e-02 -2.719459962110617221e-04 -3.404733574406959562e-04
2.010289672851562500e+03 -5.990743520669639111e-04 4.622993001248687506e-04 3.773927316069602966e-02 -2.657519671190430497e-04 -3.361254005561642444e-04
2.010291015625000000e+03 -1.305853947997093201e-04 4.628140304703265429e-04 4.299410805106163025e-02 -2.586297551683568500e-04 -3.311527823541826621e-04
2.010292480468750000e+03 -5.769865820184350014e-04 4.629995964933186769e-04 4.872665554285049438e-02 -2.497631926035680369e-04 -3.249973624210866774e-04
2.010293823242187500e+03 -3.349529579281806946e-04 4.628996248356997967e-04 5.398149043321609497e-02 -2.405868530648079377e-04 -3.186659137361935734e-04
2.010295166015625000e+03 -2.826993877533823252e-04 4.625132132787257433e-04 5.923632904887199402e-02 -2.303560393698156502e-04 -3.116547572232786223e-04
2.010296630859375000e+03 -4.603398265317082405e-04 4.625533183570951223e-04 6.496887654066085815e-02 -2.179174643804070199e-04 -3.032044103959963266e-04
2.010297973632812500e+03 -2.200909366365522146e-04 4.625243018381297588e-04 7.022371143102645874e-02 -2.052530683086310444e-04 -2.946958784789677210e-04
2.010299438476562500e+03 -1.907221449073404074e-04 4.629118193406611681e-04 7.595625519752502441e-02 -1.899130933741910248e-04 -2.845475209742875933e-04
2.010300781250000000e+03 -6.955290446057915688e-04 4.627485177479684353e-04 8.121109753847122192e-02 -1.742297701578583876e-04 -2.744159057135320268e-04
2.010302124023437500e+03 -3.315375070087611675e-04 4.626029403880238533e-04 8.646593242883682251e-02 -1.576862024961911283e-04 -2.634536737362580539e-04
2.010303588867187500e+03 -5.947441677562892437e-04 4.629317554645240307e-04 9.219847619533538818e-02 -1.396779234077224086e-04 -2.504983811145722328e-04
2.010304931640625000e+03 5.328297847881913185e-04 4.627939779311418533e-04 9.745331108570098877e-02 -1.226181972567768144e-04 -2.376573256687164459e-04
2.010306274414062500e+03 -4.902221917291171849e-05 4.629197937902063131e-04 1.027081459760665894e-01 -1.048006165428011060e-04 -2.238349842610398710e-04
2.010307739257812500e+03 4.545019473880529404e-04 4.628338501788675785e-04 1.084406971931457520e-01 -8.491877677912236381e-05 -2.075584773573169173e-04
2.010309082031250000e+03 2.513290382921695709e-04 4.634041106328368187e-04 1.136955320835113525e-01 -6.748033608663966303e-05 -1.914538855695147035e-04
2.010310546875000000e+03 -4.443814686965197325e-04 4.630839102901518345e-04 1.194280758500099182e-01 -4.858276976599126785e-05 -1.724726271374876774e-04
2.010311889648437500e+03 -1.692643854767084122e-05 4.627025919035077095e-04 1.246829181909561157e-01 -3.183188354748901143e-05 -1.536419789430754079e-04
2.010313232421875000e+03 -2.299477200722321868e-04 4.625540168490260839e-04 1.299377530813217163e-01 -1.634833303856124702e-05 -1.332725470954976288e-04
2.010314697265625000e+03 -8.742330246604979038e-04 4.629594041034579277e-04 1.356703042984008789e-01 -6.246710784539420434e-07 -1.090324397177155902e-04
2.010316040039062500e+03 -1.459303530282340944e-05 4.634883662220090628e-04 1.409251391887664795e-01 1.202836888452148271e-05 -8.461829220429706311e-05
2.010317382812500000e+03 -3.821963036898523569e-04 4.626579175237566233e-04 1.461799740791320801e-01 2.273772549751984409e-05 -5.760993749914788964e-05
2.010318847656250000e+03 9.859594283625483513e-04 4.626783193089067936e-04 1.519125103950500488e-01 3.194193043809467159e-05 -2.424255434674282839e-05
2.010320190429687500e+03 3.878489587805233896e-05 4.629999166354537010e-04 1.571673452854156494e-01 3.760627449725339707e-05 1.158894720210135176e-05
2.010321655273437500e+03 -6.133587885415181518e-05 4.626749432645738125e-04 1.628998965024948120e-01 4.014384594552720199e-05 6.189500321740482036e-05
2.010322998046875000e+03 -4.450434062164276838e-04 4.626675217878073454e-04 1.681547313928604126e-01 3.685408661498010437e-05 7.534862971958489197e-05
2.010324340820312500e+03 2.959412813652306795e-04 4.625566070899367332e-04 1.734095662832260132e-01 3.445813494210819529e-05 5.826964272781509635e-05
2.010325805664062500e+03 5.904397112317383289e-04 4.630765761248767376e-04 1.791421175003051758e-01 3.222679909768859960e-05 2.443873273461072415e-05
2.010327148437500000e+03 -9.763228445081040263e-05 4.630544281098991632e-04 1.843969523906707764e-01 3.034077408716859579e-05 0.000000000000000000e+00
2.010328491210937500e+03 1.282646699110046029e-04 4.632448835764080286e-04 1.896517872810363770e-01 2.857816879932639084e-05 0.000000000000000000e+00
2.010329956054687500e+03 1.440207561245188117e-04 4.626699083019047976e-04 1.953843384981155396e-01 2.674686494800648234e-05 0.000000000000000000e+00
2.010331298828125000e+03 -5.575867835432291031e-04 4.625518049579113722e-04 2.006391733884811401e-01 2.528469969264504066e-05 0.000000000000000000e+00
2.010332763671875000e+03 -2.006972354138270020e-04 4.627823946066200733e-04 2.063717246055603027e-01 2.382787696456928919e-05 0.000000000000000000e+00
2.010334106445312500e+03 -1.971657329704612494e-04 4.630302428267896175e-04 2.116265594959259033e-01 2.255800155396039377e-05 0.000000000000000000e+00
2.010335449218750000e+03 5.661243922077119350e-04 4.624738940037786961e-04 2.168813943862915039e-01 2.146207626957426980e-05 0.000000000000000000e+00
2.010336914062500000e+03 4.294819082133471966e-04 4.630218900274485350e-04 2.226139456033706665e-01 2.061900616714676317e-05 0.000000000000000000e+00
2.010339721679687500e+03 1.961859379662200809e-04 4.629183094948530197e-04 2.336013168096542358e-01 1.943114989665503252e-05 0.000000000000000000e+00
2.010341064453125000e+03 1.972188692889176309e-05 4.626602167263627052e-04 2.388561517000198364e-01 1.908710880237559233e-05 0.000000000000000000e+00
2.010342407226562500e+03 2.866642316803336143e-04 4.628654860425740480e-04 2.441110014915466309e-01 1.890725567747070495e-05 0.000000000000000000e+00
2.010343872070312500e+03 3.610073763411492109e-04 4.628826281987130642e-04 2.498435378074645996e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010346557617187500e+03 9.304743725806474686e-04 4.632881027646362782e-04 2.603532075881958008e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010348022460937500e+03 5.640726885758340359e-04 4.626987793017178774e-04 2.660857737064361572e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010350830078125000e+03 6.491362582892179489e-04 4.626937734428793192e-04 2.770731449127197266e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010352172851562500e+03 2.054589131148532033e-04 4.626172594726085663e-04 2.823279798030853271e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010353515625000000e+03 5.407254793681204319e-04 4.626653098966926336e-04 2.875828146934509277e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010354980468750000e+03 1.213045907206833363e-03 4.633144126273691654e-04 2.933153510093688965e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010356323242187500e+03 1.052292529493570328e-03 4.630224138963967562e-04 2.985701858997344971e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010357666015625000e+03 4.468019469641149044e-04 4.628876049537211657e-04 3.038250207901000977e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010359130859375000e+03 -2.754214219748973846e-04 4.629129834938794374e-04 3.095575869083404541e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010360473632812500e+03 3.438500280026346445e-04 4.634261131286621094e-04 3.148124217987060547e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010361938476562500e+03 2.955821400973945856e-04 4.627460730262100697e-04 3.205449581146240234e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010363281250000000e+03 6.394262891262769699e-04 4.628218885045498610e-04 3.257997930049896240e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010364624023437500e+03 4.339271399658173323e-04 4.628438327927142382e-04 3.310546278953552246e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010366088867187500e+03 4.326903581386432052e-05 4.633201751857995987e-04 3.367871940135955811e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010367431640625000e+03 -6.021551671437919140e-04 4.624617286026477814e-04 3.420420289039611816e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010368774414062500e+03 7.221628329716622829e-04 4.636493977159261703e-04 3.472968637943267822e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010370239257812500e+03 1.699325366644188762e-04 4.625947040040045977e-04 3.530294001102447510e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010371582031250000e+03 7.186442962847650051e-04 4.629633622244000435e-04 3.582842350006103516e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010373046875000000e+03 -6.085962522774934769e-04 4.628800961654633284e-04 3.640167713165283203e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010374389648437500e+03 -2.697235322557389736e-04 4.626594891306012869e-04 3.692716360092163086e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010375732421875000e+03 -3.932789259124547243e-04 4.634071665350347757e-04 3.745264708995819092e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010377197265625000e+03 -2.211510145571082830e-04 4.629517788998782635e-04 3.802590072154998779e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010378540039062500e+03 3.622336371336132288e-04 4.626667650882154703e-04 3.855138421058654785e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010379882812500000e+03 -4.260763525962829590e-04 4.629204631783068180e-04 3.907686769962310791e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010381347656250000e+03 3.948188968934118748e-04 4.629719187505543232e-04 3.965012133121490479e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010382690429687500e+03 4.634858341887593269e-04 4.628048336599022150e-04 4.017560482025146484e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010384155273437500e+03 -8.453457849100232124e-05 4.631108022294938564e-04 4.074886143207550049e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010385498046875000e+03 8.673613774590194225e-05 4.625713918358087540e-04 4.127434492111206055e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010386840820312500e+03 -6.358420941978693008e-04 4.632787604350596666e-04 4.179982841014862061e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010388305664062500e+03 -6.450896617025136948e-04 4.629673494491726160e-04 4.237308204174041748e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010389648437500000e+03 -5.054029752500355244e-04 4.629094328265637159e-04 4.289856553077697754e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010390991210937500e+03 3.138186002615839243e-04 4.633466596715152264e-04 4.342404901981353760e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010392456054687500e+03 -6.549725658260285854e-04 4.629711911547929049e-04 4.399730563163757324e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010393798828125000e+03 -9.485764894634485245e-04 4.630613257177174091e-04 4.452278912067413330e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010395263671875000e+03 1.612030901014804840e-04 4.626071604434400797e-04 4.509604275226593018e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010396606445312500e+03 1.288903149543330073e-04 4.632225900422781706e-04 4.562152624130249023e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010397949218750000e+03 -3.026621707249432802e-04 4.632016934920102358e-04 4.614700973033905029e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010399414062500000e+03 -6.540541653521358967e-04 4.628820461221039295e-04 4.672026336193084717e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010400756835937500e+03 -9.882878512144088745e-04 4.635212244465947151e-04 4.724574685096740723e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010402099609375000e+03 -7.446764357155188918e-05 4.632296622730791569e-04 4.777123034000396729e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010403564453125000e+03 -4.611093609128147364e-04 4.634225915651768446e-04 4.834448695182800293e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010404907226562500e+03 -7.746240007691085339e-04 4.636467201635241508e-04 4.886997044086456299e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010406372070312500e+03 -1.191514966194517910e-04 4.628355382010340691e-04 4.944322407245635986e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010407714843750000e+03 -1.456962898373603821e-03 4.630489274859428406e-04 4.996870756149291992e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010409057617187500e+03 -7.783690816722810268e-04 4.629892355296760798e-04 5.049419403076171875e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010410522460937500e+03 -4.862121713813394308e-04 4.633010830730199814e-04 5.106744766235351562e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010411865234375000e+03 -1.312735141254961491e-03 4.628515453077852726e-04 5.159292817115783691e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010413330078125000e+03 -6.148891989141702652e-04 4.638389509636908770e-04 5.216618776321411133e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010414672851562500e+03 -6.910295342095196247e-04 4.634243377950042486e-04 5.269166827201843262e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010416015625000000e+03 -1.769250229699537158e-04 4.632025957107543945e-04 5.321715474128723145e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010417480468750000e+03 3.967278098571114242e-05 4.634874931070953608e-04 5.379040837287902832e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010418823242187500e+03 -6.803499127272516489e-05 4.631714546121656895e-04 5.431588888168334961e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010420166015625000e+03 4.414563882164657116e-04 4.634280048776417971e-04 5.484137535095214844e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010421630859375000e+03 1.453045406378805637e-04 4.632165655493736267e-04 5.541462898254394531e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010422973632812500e+03 -3.801136335823684931e-04 4.631695337593555450e-04 5.594010949134826660e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010424438476562500e+03 -1.038715476170182228e-03 4.633197095245122910e-04 5.651336908340454102e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010425781250000000e+03 -6.813829531893134117e-04 4.639530670829117298e-04 5.703884959220886230e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010427124023437500e+03 -3.447601047810167074e-04 4.638921818695962429e-04 5.756433606147766113e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010428588867187500e+03 -1.367805642075836658e-03 4.632311174646019936e-04 5.813758969306945801e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.010429931640625000e+03 -1.979636144824326038e-04 4.639441322069615126e-04 5.866307020187377930e-01 0.000000000000000000e+00 0.000000000000000000e+00
