,tceid,ticid,sector,orbitalPeriodDays,orbitalPeriodDays_err,transitDepthPpm,transitDepthPpm_err,transitDurationHours,minImpactParameter,starTeffKelvin,starLoggCgs
12352,00322390461-02,322390461,24.0,0.38689,5.04914e-06,444058.0,16408.7,0.408454,0.00999983,5780.0,4.438
12353,00323405243-01,323405243,24.0,0.324331,1.04508e-05,2350.52,265.47,0.526259,0.1,6551.0,4.438
12354,00323405243-02,323405243,24.0,0.32447,1.13793e-05,29839.7,836.132,2.10139,0.990105,6551.0,4.438
12355,00326149070-01,326149070,24.0,1.95133,0.000107283,9988.27,178.646,2.73499,0.982758,4952.0,4.66689
12356,00326149070-02,326149070,24.0,1.95151,0.000346086,1959.26,126.331,2.28674,0.923382,4952.0,4.66689
12357,00326630342-01,326630342,24.0,0.736784,1.26417e-05,9333.27,263.702,0.883824,0.930602,9658.0,4.438
12358,00326630342-02,326630342,24.0,0.736769,-1.0,0.0,0.0,0.5,0.1,9658.0,4.438
12359,00326675379-01,326675379,24.0,0.27252,-1.0,255983.0,0.0,0.5,0.1,5098.0,4.17428
12360,00326675379-02,326675379,24.0,0.272567,1.7592e-06,80544.1,683.172,1.30005,0.990105,5098.0,4.17428
12361,00326815804-01,326815804,24.0,0.52142,4.62985e-05,4386.13,132.241,3.47545,0.990105,5780.0,4.438
12362,00327583823-01,327583823,24.0,1.81282,0.000118792,8338.02,490.54,1.91089,0.990105,9511.0,3.74915
12363,00327583823-04,327583823,24.0,1.8125,-1.0,0.0,0.0,3.5,0.1,9511.0,3.74915
12364,00329118239-01,329118239,24.0,0.563413,-1.0,371730.0,0.0,1.0,0.1,4569.0,4.52787
12365,00329118239-02,329118239,24.0,0.281674,1.84843e-06,69437.7,449.016,1.7102,0.63509,4569.0,4.52787
12366,00329246824-01,329246824,24.0,0.587588,-1.0,404844.0,0.0,1.0,0.1,6745.0,4.07519
12367,00329246824-02,329246824,24.0,0.293943,1.32161e-05,40224.5,2126.76,3.52731,0.800124,6745.0,4.07519
12368,00329248002-01,329248002,24.0,1.55444,1.54376e-05,68083.0,204.593,4.85948,0.917718,7483.0,3.74929
12369,00336741253-01,336741253,24.0,0.590192,2.34825e-05,6872.65,568.799,0.388203,0.291028,3088.0,4.79926
12370,00337094559-01,337094559,24.0,1.78075,6.97186e-05,188088.0,2035.1,7.38357,0.793508,7424.0,3.71616
12371,00338071673-01,338071673,24.0,1.68889,-1.0,348728.0,0.0,3.5,0.1,6696.0,4.438
12372,00338071673-02,338071673,24.0,1.68944,-1.0,794.331,-1.0,1.5,0.1,6696.0,4.438
12373,00338071673-03,338071673,24.0,1.68941,0.000347757,2143.08,265.552,2.96295,0.962826,6696.0,4.438
12374,00338159479-01,338159479,24.0,1.41409,-1.0,723215.0,0.0,1.5,0.1,5780.0,4.438
12375,00338159479-02,338159479,24.0,0.707164,-1.0,315755.0,0.0,1.0,0.1,5780.0,4.438
12376,00338830718-01,338830718,24.0,1.22056,-1.0,321622.0,0.0,2.0,0.1,6515.0,4.27334
12377,00338830718-03,338830718,24.0,1.22048,-1.0,5800.7,-1.0,2.5,0.1,6515.0,4.27334
12378,00338830718-05,338830718,24.0,1.21974,-1.0,1962.86,-1.0,3.5,0.1,6515.0,4.27334
12379,00339003559-01,339003559,24.0,0.325098,7.08724e-05,5445.88,503.38,3.08628,0.959032,3265.0,4.80222
12380,00340911048-01,340911048,24.0,0.25621,8.0398e-06,985446.0,178141.0,0.225811,0.274241,5780.0,4.438
12381,00340911048-02,340911048,24.0,0.256226,-1.0,281745.0,-1.0,0.5,0.1,5780.0,4.438
12382,00340911048-03,340911048,24.0,0.256226,-1.0,281745.0,-1.0,0.5,0.1,5780.0,4.438
12383,00343409837-01,343409837,24.0,0.354532,4.02427e-05,53138.2,2089.27,4.25438,0.748241,6618.0,4.29192
12384,00343667351-01,343667351,24.0,0.770957,-1.0,413988.0,0.0,2.0,0.1,9577.0,3.6858
12385,00345588116-01,345588116,24.0,0.777907,9.19078e-05,53100.0,3138.43,1.90884,0.0202089,7727.0,4.60533
12386,00345600676-02,345600676,24.0,0.327154,6.11755e-05,6989.09,865.847,1.45792,0.873966,3376.0,4.89517
12387,00345600676-03,345600676,24.0,0.326851,4.68056e-05,7585.42,750.893,1.29949,0.809153,3376.0,4.89517
12388,00345788737-01,345788737,24.0,0.236625,1.18797e-05,43600.8,2337.7,1.20249,0.962847,4635.0,4.23723
12389,00345788737-02,345788737,24.0,0.236598,1.45742e-05,50339.2,2607.89,1.40846,0.884015,4635.0,4.23723
12390,00346599599-01,346599599,24.0,1.50267,-1.0,467865.0,0.0,2.0,0.1,5453.0,4.20845
12391,00346599599-02,346599599,24.0,1.50218,1.7735e-05,181592.0,642.389,3.19766,0.890017,5453.0,4.20845
12392,00346599599-03,346599599,24.0,1.50221,0.000988377,17651.1,2327.96,15.8309,0.219784,5453.0,4.20845
12393,00350131674-01,350131674,24.0,1.33161,0.000213516,478.263,30.0778,5.13874,0.0586497,7498.0,4.438
12394,00350132371-01,350132371,24.0,1.03187,1.71673e-05,6043.48,49.3196,1.75435,0.990105,5995.0,4.13253
12395,00351876618-01,351876618,24.0,0.836123,-1.0,298356.0,0.0,2.0,0.1,5138.0,4.22003
12396,00352954787-01,352954787,24.0,0.738597,8.55582e-06,10660.8,95.7086,1.76664,0.810325,6120.0,4.438
12397,00352954787-02,352954787,24.0,0.738735,4.09721e-05,1094.69,80.1853,1.48562,0.0175579,6120.0,4.438
12398,00353077789-01,353077789,24.0,1.83905,1.83117e-05,45195.5,182.533,3.90106,0.465923,9372.0,3.99192
12399,00353077789-02,353077789,24.0,1.83889,0.0001709,4541.07,155.811,3.9305,0.833811,9372.0,3.99192
12400,00353780788-01,353780788,24.0,0.273492,7.87056e-06,17253.7,255.519,1.65216,0.990105,5853.0,4.43916
12401,00353780788-02,353780788,24.0,0.273322,1.19352e-05,2232.17,184.072,0.5086,0.1,5853.0,4.43916
12402,00353863850-01,353863850,24.0,1.06475,7.07182e-05,2810.78,154.846,2.6043,0.956614,10275.0,4.438
12403,00353863850-02,353863850,24.0,1.06454,4.24941e-05,25079.5,1159.88,5.41948,0.949591,10275.0,4.438
12404,00353894978-01,353894978,24.0,1.67091,4.05054e-06,216431.0,143.783,5.00897,0.802314,6292.0,3.95082
12405,00353989471-01,353989471,24.0,0.309721,1.23929e-05,5856.42,451.154,1.14222,0.990105,5651.0,4.24204
12406,00354119540-01,354119540,24.0,1.76352,1.19554e-05,209658.0,682.38,3.21169,0.70694,5357.0,3.95754
12407,00354119540-02,354119540,24.0,1.76353,2.73858e-05,83808.8,514.408,3.07452,0.958884,5357.0,3.95754
12408,00355792204-01,355792204,24.0,1.17282,1.96108e-05,192806.0,1555.53,4.16116,0.168789,5245.0,3.9344
12409,00355999554-01,355999554,24.0,0.66545,0.000119274,4013.21,222.522,4.20856,0.990105,4879.67,4.57738
12410,00356000389-01,356000389,24.0,0.235124,-1.0,471690.0,0.0,0.5,0.1,5780.0,4.438
12411,00356000389-02,356000389,24.0,0.235124,-1.0,441515.0,0.0,0.5,0.1,5780.0,4.438
12412,00356001283-01,356001283,24.0,0.26871,-1.0,280356.0,0.0,0.5,0.1,4976.42,4.22676
12413,00356001283-02,356001283,24.0,0.268789,2.6746e-06,121866.0,2203.43,1.43459,0.9,4976.42,4.22676
12414,00356108440-01,356108440,24.0,0.533636,-1.0,367139.0,0.0,1.5,0.1,6569.0,4.01679
12415,00356108440-02,356108440,24.0,0.266858,4.06392e-06,31103.4,732.358,1.12853,0.990105,6569.0,4.01679
12416,00356150515-01,356150515,24.0,0.306124,5.35938e-06,24516.9,612.822,1.19248,0.990105,6404.0,3.89917
12417,00356150515-02,356150515,24.0,0.306116,4.68491e-06,18175.4,666.175,0.489208,0.990105,6404.0,3.89917
12418,00356701798-01,356701798,24.0,0.53659,1.93115e-05,3019.2,235.229,1.17991,0.49212,6520.0,3.84964
12419,00356820646-01,356820646,24.0,0.794234,-1.0,275225.0,0.0,2.0,0.1,6711.0,3.91782
12420,00356896550-01,356896550,24.0,0.95061,4.24459e-05,29459.8,391.301,5.83692,0.87931,5926.0,3.32788
12421,00356896561-01,356896561,24.0,1.12666,5.47177e-06,107189.0,152.354,4.34227,0.960442,5780.0,4.438
12422,00356919658-01,356919658,24.0,1.42639,0.000206721,1963.13,145.48,1.93167,0.944979,6404.0,4.3079
12423,00357050556-01,357050556,24.0,0.276037,-1.0,281755.0,-1.0,0.5,0.1,5780.0,4.438
12424,00357050556-02,357050556,24.0,0.27608,-1.0,281755.0,-1.0,0.5,0.1,5780.0,4.438
12425,00358908226-01,358908226,24.0,0.500229,-1.0,292305.0,0.0,1.0,0.1,3169.0,4.91558
12426,00359312795-01,359312795,24.0,0.625554,9.63995e-05,338.139,33.8996,2.06791,0.530551,4797.0,4.48095
12427,00359552286-02,359552286,24.0,0.625368,8.21084e-06,165909.0,1468.57,1.54625,0.303219,4035.0,4.54136
12428,00359552286-01,359552286,24.0,0.625313,-1.0,601793.0,0.0,1.0,0.1,4035.0,4.54136
12429,00359552286-04,359552286,24.0,0.625383,-1.0,62295.9,-1.0,0.5,0.1,4035.0,4.54136
12430,00359552286-03,359552286,24.0,0.625313,-1.0,57908.7,-1.0,1.0,0.1,4035.0,4.54136
12431,00359631418-01,359631418,24.0,0.688107,-1.0,406025.0,0.0,1.0,0.1,3455.0,4.72754
12432,00359631482-01,359631482,24.0,0.27822,1.43259e-05,2189.95,88.7101,2.36718,0.987231,5393.0,4.438
12433,00359676320-01,359676320,24.0,0.2488,3.78922e-06,1365.65,43.3541,0.507353,0.299762,5278.0,4.48565
12434,00362226953-01,362226953,24.0,0.247056,1.22768e-05,591.59,72.6075,0.406814,0.60264,7963.0,3.86874
12435,00362226953-02,362226953,24.0,0.247097,9.99629e-06,671.425,65.9237,0.379402,0.56598,7963.0,3.86874
12436,00362226953-03,362226953,24.0,0.247081,1.21336e-05,532.931,57.9769,0.450328,0.687765,7963.0,3.86874
12437,00362259855-01,362259855,24.0,0.885028,5.0806e-05,851.218,44.4472,2.58447,0.00999983,5442.0,3.73182
12438,00362259855-02,362259855,24.0,0.884757,9.69202e-05,446.493,32.1942,3.22212,0.495981,5442.0,3.73182
12439,00364074479-01,364074479,24.0,0.831051,7.95009e-05,456.279,33.1293,3.02513,0.52075,8278.0,4.30788
12440,00364119315-01,364119315,24.0,0.311568,1.55378e-05,641.999,74.1152,0.477706,0.629541,7585.0,4.29552
12441,00364119315-02,364119315,24.0,0.222446,2.27595e-05,611.384,140.082,0.808191,0.981187,7585.0,4.29552
12442,00364119315-03,364119315,24.0,0.222565,1.19997e-05,639.958,60.4849,0.587071,0.899713,7585.0,4.29552
12443,00364186087-01,364186087,24.0,1.22586,-1.0,265079.0,0.0,2.0,0.1,3963.0,4.438
12444,00366329064-01,366329064,24.0,1.68599,1.2915e-05,75497.2,231.562,2.26074,0.985858,6039.0,4.32714
12445,00366329064-02,366329064,24.0,1.68602,3.60997e-05,26811.0,215.072,2.27434,0.989755,6039.0,4.32714
12446,00366517337-01,366517337,24.0,1.68865,5.64565e-06,207014.0,233.501,4.48278,0.183491,6323.0,3.96661
12447,00366517381-01,366517381,24.0,0.544641,-1.0,473778.0,0.0,1.0,0.1,7445.0,4.21995
12448,00366634379-01,366634379,24.0,0.299997,3.33594e-05,398.332,46.4236,1.00671,0.534295,5794.0,4.54866
12449,00366634379-02,366634379,24.0,0.299837,3.60386e-05,356.077,44.3547,1.0095,0.421592,5794.0,4.54866
12450,00366715078-01,366715078,24.0,0.345107,1.4986e-05,370.821,24.1604,0.976772,0.0885178,6188.23,4.13501
12451,00366715078-02,366715078,24.0,0.345076,1.10512e-05,496.405,19.8819,1.07558,0.471424,6188.23,4.13501
12452,00366761761-01,366761761,24.0,0.490254,2.53958e-06,138609.0,689.778,1.67646,0.638634,4939.0,4.46937
12453,00366761761-02,366761761,24.0,0.49026,8.0277e-06,24789.6,416.84,1.63055,0.843823,4939.0,4.46937
12454,00366832364-01,366832364,24.0,0.327335,2.24088e-05,1761.42,57.9488,1.66654,0.990105,6342.0,4.20745
12455,00366918222-01,366918222,24.0,0.627304,0.000108294,182.157,19.3213,1.94063,0.292242,6453.0,4.27935
12456,00366972961-01,366972961,24.0,1.25638,1.49402e-05,37717.2,165.012,3.04296,0.936823,6342.0,3.91508
12457,00367681735-01,367681735,24.0,0.256801,2.04458e-06,98798.6,1480.37,1.09103,0.740452,4393.0,4.57592
12458,00367911750-01,367911750,24.0,0.309118,-1.0,284181.0,-1.0,1.0,0.1,5780.0,4.438
12459,00367911750-02,367911750,24.0,0.309118,-1.0,284181.0,-1.0,1.0,0.1,5780.0,4.438
12460,00368108303-01,368108303,24.0,0.734366,-1.0,417529.0,0.0,1.5,0.1,4760.0,4.438
12461,00368108303-02,368108303,24.0,0.73439,1.5641e-05,165043.0,1900.7,3.26525,0.839063,4760.0,4.438
12462,00368452480-01,368452480,24.0,0.274819,-1.0,328724.0,0.0,1.0,0.1,5399.0,4.35125
12463,00368736506-01,368736506,24.0,0.986287,2.71154e-05,77841.1,2497.93,1.01969,0.893822,3387.0,4.86632
12464,00371480725-01,371480725,24.0,0.735864,-1.0,345156.0,0.0,2.0,0.1,6524.0,3.95001
12465,00371480725-02,371480725,24.0,0.735905,-1.0,1057.76,-1.0,2.5,0.1,6524.0,3.95001
12466,00372207328-01,372207328,24.0,0.279216,1.32871e-05,983.387,96.1958,0.435477,0.522953,3358.0,4.93
12467,00372340793-01,372340793,24.0,1.07946,-1.0,339289.0,0.0,1.0,0.1,4049.0,4.56615
12468,00372340793-02,372340793,24.0,1.07957,1.74371e-05,128792.0,1640.54,1.85447,0.829168,4049.0,4.56615
12469,00373128383-05,373128383,24.0,1.04342,5.0951e-05,4072.7,264.497,1.9985,0.864784,8930.0,3.8526
12470,00373150657-01,373150657,24.0,0.623503,0.000112553,250.846,26.4438,2.20727,0.472071,4986.0,4.55176
12471,00375778687-01,375778687,24.0,0.317106,1.51548e-05,445.468,64.2109,0.427445,0.267743,8794.0,3.93831
12472,00375778687-02,375778687,24.0,0.211389,1.51711e-05,521.668,90.0479,0.675025,0.983285,8794.0,3.93831
12473,00375778687-03,375778687,24.0,0.211398,1.40344e-05,533.258,65.6039,0.706045,0.990105,8794.0,3.93831
12474,00376499580-01,376499580,24.0,0.958296,-1.0,58312.8,-1.0,3.0,0.1,6138.0,4.438
12475,00376963666-01,376963666,24.0,0.624572,3.72558e-06,20933.5,217.861,0.757396,0.990105,6746.0,3.48782
12476,00376963666-02,376963666,24.0,0.624511,-1.0,0.0,0.0,0.5,0.1,6746.0,3.48782
12477,00377055044-01,377055044,24.0,0.747861,-1.0,498748.0,0.0,1.5,0.1,4709.0,4.26186
12478,00377055044-02,377055044,24.0,1.49563,0.000408482,14598.1,1431.7,6.40874,0.745648,4709.0,4.26186
12479,00377190161-01,377190161,24.0,1.89305,-1.0,370691.0,0.0,3.5,0.1,6920.0,3.90275
12480,00377190161-02,377190161,24.0,1.89305,-1.0,5761.83,-1.0,6.0,0.1,6920.0,3.90275
12481,00377192659-01,377192659,24.0,0.908367,-1.0,212033.0,0.0,2.0,0.1,9004.0,4.04276
12482,00377192659-02,377192659,24.0,0.454169,-1.0,1425.17,-1.0,1.0,0.1,9004.0,4.04276
12483,00377253090-01,377253090,24.0,0.424576,-1.0,538716.0,0.0,1.0,0.1,5780.0,4.438
12484,00377307592-01,377307592,24.0,1.19305,-1.0,837156.0,0.0,2.0,0.1,6058.0,3.9989
12485,00377662721-01,377662721,24.0,1.03383,-1.0,833908.0,0.0,1.0,0.1,4411.0,4.42373
12486,00377662721-02,377662721,24.0,0.516878,-1.0,322732.0,0.0,1.0,0.1,4411.0,4.42373
12487,00378042585-01,378042585,24.0,1.62967,7.54291e-05,157773.0,973.441,11.0966,0.618478,6965.0,3.2255
12488,00378536210-02,378536210,24.0,0.219005,9.01829e-06,108.278,8.27016,0.601033,0.21105,5363.0,4.438
12489,00378536210-03,378536210,24.0,0.218902,1.13237e-05,82.6677,7.0101,0.514435,0.464705,5363.0,4.438
12490,00378536210-01,378536210,24.0,0.218947,1.13948e-05,93.8314,9.58879,0.728662,0.137907,5363.0,4.438
12491,00378584712-01,378584712,24.0,0.289382,5.8035e-06,63884.5,1201.56,1.60733,0.990105,5780.0,4.438
12492,00388076005-01,388076005,24.0,1.71402,0.000470008,1943.5,125.549,5.23359,0.542767,6001.0,4.48102
12493,00388436487-01,388436487,24.0,1.54906,-1.0,471064.0,0.0,1.5,0.1,4172.0,4.42387
12494,00388436487-02,388436487,24.0,1.54913,4.47467e-06,151377.0,258.014,2.31624,0.602744,4172.0,4.42387
12495,00388602832-01,388602832,24.0,0.73951,3.25467e-05,4097.47,200.137,1.92032,0.942599,6547.0,3.46427
12496,00389191008-01,389191008,24.0,0.492423,-1.0,459384.0,0.0,1.5,0.1,4497.0,4.24331
12497,00389469408-01,389469408,24.0,0.63243,-1.0,405142.0,0.0,2.0,0.1,3290.0,4.91553
12498,00389916225-01,389916225,24.0,0.550934,-1.0,475882.0,0.0,1.0,0.1,7392.0,4.1494
12499,00389916225-02,389916225,24.0,0.550912,1.1293e-05,11778.3,361.273,0.747963,0.990105,7392.0,4.1494
12500,00389916225-03,389916225,24.0,0.550977,1.16884e-05,36478.1,1798.6,1.34073,0.990105,7392.0,4.1494
12501,00389916225-04,389916225,24.0,1.65278,-1.0,450.374,-1.0,5.0,0.1,7392.0,4.1494
12502,00389968719-01,389968719,24.0,0.331787,2.44978e-06,154244.0,1426.65,1.28495,0.902753,4033.0,4.34332
12503,00389968719-02,389968719,24.0,0.331791,3.10257e-06,106077.0,1270.02,1.29754,0.920181,4033.0,4.34332
12504,00392536812-01,392536812,24.0,0.295542,7.87296e-06,6968.84,377.896,0.751188,0.984899,6729.0,3.8604
12505,00392536812-02,392536812,24.0,0.295608,4.71252e-06,10639.2,554.183,0.566569,0.911844,6729.0,3.8604
12506,00392536812-03,392536812,24.0,0.295608,1.39336e-05,5428.72,683.54,0.508961,0.930118,6729.0,3.8604
12507,00393636596-01,393636596,24.0,0.879458,-1.0,659377.0,0.0,1.5,0.1,7568.0,4.24854
12508,00394129217-01,394129217,24.0,0.450335,7.3399e-05,676.953,76.2366,1.51146,0.966976,5637.0,4.28987
12509,00399271789-01,399271789,24.0,0.575375,-1.0,446101.0,0.0,2.0,0.1,3981.0,4.40711
12510,00399271789-02,399271789,24.0,0.383579,-1.0,452851.0,0.0,0.5,0.1,3981.0,4.40711
12511,00399271789-03,399271789,24.0,0.383639,-1.0,434178.0,0.0,0.5,0.1,3981.0,4.40711
12512,00399788405-01,399788405,24.0,0.430632,1.11837e-05,140427.0,2282.85,2.78421,0.657689,6847.0,4.12121
12513,00399788405-02,399788405,24.0,0.430455,1.52801e-05,11888.6,783.341,0.703971,0.912641,6847.0,4.12121
12514,00400383696-01,400383696,24.0,1.21608,0.000368291,33394.4,2817.89,2.89728,0.00999983,3312.0,4.98127
12515,00401222202-01,401222202,24.0,0.4706,-1.0,261264.0,0.0,1.0,0.1,5588.0,4.45089
12516,00401222202-02,401222202,24.0,0.470549,3.77683e-06,97126.2,740.075,1.63151,0.95057,5588.0,4.45089
12517,00401323036-01,401323036,24.0,0.287665,8.98216e-06,114879.0,8076.14,0.546499,0.695341,5780.0,4.438
12518,00401323036-03,401323036,24.0,0.287734,2.45658e-05,53917.2,7663.58,0.702846,0.957867,5780.0,4.438
12519,00401323036-02,401323036,24.0,0.287689,6.38507e-06,116635.0,6032.17,0.497333,0.5,5780.0,4.438
12520,00401323036-04,401323036,24.0,0.287722,2.34564e-05,70636.6,13298.3,0.967065,0.816403,5780.0,4.438
12521,00403308597-01,403308597,24.0,0.244916,2.00723e-05,28508.9,3884.96,0.808711,0.826272,5780.0,4.438
12522,00403308597-02,403308597,24.0,0.244975,1.19019e-05,27199.6,1968.39,0.736474,0.157122,5780.0,4.438
12523,00406798603-01,406798603,24.0,0.906145,-1.0,274143.0,0.0,2.0,0.1,7987.0,4.21355
12524,00407236124-01,407236124,24.0,0.241307,1.31732e-05,538.165,41.4871,0.70494,0.742345,8135.0,3.55584
12525,00411043004-01,411043004,24.0,0.403162,2.70915e-05,205.641,43.1075,0.678955,0.0406603,13218.0,4.438
12526,00411043004-02,411043004,24.0,0.40321,6.10273e-06,1621.66,93.1517,0.359312,0.990105,13218.0,4.438
12527,00411043004-03,411043004,24.0,0.403214,7.28785e-06,1719.18,104.062,0.528571,0.990105,13218.0,4.438
12528,00412638697-01,412638697,24.0,0.985683,-1.0,729548.0,0.0,1.5,0.1,8344.0,4.438
12529,00412638697-02,412638697,24.0,0.492971,-1.0,245339.0,0.0,1.0,0.1,8344.0,4.438
12530,00415741993-01,415741993,24.0,0.213667,1.80792e-05,415.163,75.3034,0.974942,0.986675,7213.0,4.17174
12531,00415741993-02,415741993,24.0,0.213749,1.18371e-05,312.084,29.6814,0.683844,0.697418,7213.0,4.17174
12532,00417703706-01,417703706,24.0,0.542156,3.15631e-05,610.462,48.2862,1.96913,0.50987,6089.0,4.42718
12533,00417765877-01,417765877,24.0,1.21134,1.24392e-05,66998.3,401.322,2.10522,0.864456,5565.0,4.438
12534,00417765877-02,417765877,24.0,1.21134,5.94026e-05,10599.6,290.599,2.01714,0.966515,5565.0,4.438
12535,00417765877-03,417765877,24.0,0.302677,7.14029e-05,1969.94,174.491,3.63213,0.984601,5565.0,4.438
12536,00418221292-01,418221292,24.0,1.69777,1.03331e-05,172163.0,241.519,4.21971,0.899714,5667.0,3.91437
12537,00419259563-01,419259563,24.0,0.847829,0.432466,290138.0,86942300.0,1.51569,0.00999983,2919.0,5.21951
12538,00419531467-01,419531467,24.0,0.313263,9.67649e-06,33764.5,1693.54,1.43564,0.990105,5668.0,4.28305
12539,00420110967-01,420110967,24.0,0.367443,3.02414e-05,913.216,71.9917,1.17003,0.0843398,3914.0,4.63659
12540,00420137341-01,420137341,24.0,0.37595,2.01885e-05,976.249,175.38,1.00196,0.500685,5754.0,4.438
12541,00420137341-02,420137341,24.0,0.375923,2.61265e-05,35458.9,804.728,4.51108,0.990105,5754.0,4.438
12542,00420448703-01,420448703,24.0,1.17369,0.000399342,5871.95,452.401,4.18853,0.974171,3633.0,4.74449
12543,00421110675-01,421110675,24.0,0.318832,-1.0,420555.0,0.0,1.0,0.1,5197.0,4.31011
12544,00421110675-02,421110675,24.0,0.318852,-1.0,418044.0,0.0,0.5,0.1,5197.0,4.31011
12545,00422516769-01,422516769,24.0,0.253592,2.13567e-05,720.838,81.9288,0.731772,0.00999983,4894.0,4.5492
12546,00422516769-02,422516769,24.0,0.25355,2.64823e-05,1101.96,91.8782,1.14018,0.990105,4894.0,4.5492
12547,00424461577-01,424461577,24.0,0.744842,1.2396e-05,265289.0,2122.99,3.9027,0.681802,6475.0,3.83779
12548,00424461577-02,424461577,24.0,0.372434,2.78932e-05,82976.6,3518.89,4.34455,0.67217,6475.0,3.83779
12549,00424723563-01,424723563,24.0,0.369797,3.6774e-05,50267.3,1429.02,3.34501,0.990105,6456.0,3.8648
12550,00426111509-01,426111509,24.0,0.866629,1.03926e-05,126182.0,524.536,4.49366,0.662128,6364.0,3.91976
12551,00427240420-01,427240420,24.0,0.694205,4.11264e-06,87592.8,362.178,1.41489,0.00999983,3391.0,4.75674
12552,00428186617-01,428186617,24.0,0.751613,2.60071e-05,15713.8,155.659,4.78274,0.929185,3967.0,4.63806
12553,00428735978-01,428735978,24.0,1.35742,-1.0,415207.0,0.0,2.0,0.1,9057.0,3.53094
12554,00428962300-01,428962300,24.0,1.47083,-1.0,251075.0,0.0,3.5,0.1,5315.0,4.438
12555,00428987718-01,428987718,24.0,1.25771,4.92277e-06,228569.0,380.22,3.73657,0.391442,5768.0,3.78837
12556,00428987718-02,428987718,24.0,1.25769,1.09828e-05,84479.5,320.032,3.68365,0.636931,5768.0,3.78837
12557,00428987718-03,428987718,24.0,0.25168,2.88467e-05,919.433,148.701,0.690677,0.699761,5768.0,3.78837
12558,00431453401-01,431453401,24.0,0.395595,3.82576e-05,405.991,49.7878,1.52205,0.286737,6947.0,4.14032
12559,00431453401-02,431453401,24.0,0.395562,4.37865e-05,374.665,47.9097,1.39795,0.7,6947.0,4.14032
12560,00431527184-01,431527184,24.0,0.998646,-1.0,648921.0,0.0,1.5,0.1,7591.0,3.9536
12561,00431555426-01,431555426,24.0,1.77863,5.62553e-05,32801.8,331.096,3.54521,0.617453,7213.0,4.438
12562,00431556104-01,431556104,24.0,0.429102,-1.0,745701.0,0.0,1.0,0.1,4533.59,4.54737
12563,00431556104-02,431556104,24.0,0.429071,-1.0,343459.0,0.0,0.5,0.1,4533.59,4.54737
12564,00433699422-01,433699422,24.0,0.7019,-1.0,367329.0,0.0,1.0,0.1,4833.0,4.44802
12565,00433699422-02,433699422,24.0,1.40346,0.000752367,115129.0,7219.75,8.97778,0.937135,4833.0,4.44802
12566,00434437489-01,434437489,24.0,0.926014,3.40255e-06,187941.0,222.823,4.67445,0.990105,5780.0,4.438
12567,00434625997-01,434625997,24.0,1.02916,2.26438e-05,229588.0,1337.17,7.62983,0.990105,6824.0,3.48947
12568,00434893323-01,434893323,24.0,1.36528,-1.0,296754.0,0.0,5.0,0.1,5780.0,4.438
12569,00441734144-01,441734144,24.0,0.325452,-1.0,2724.06,-1.0,0.5,0.1,5105.0,4.27129
12570,00441804888-01,441804888,24.0,1.36871,1.30405e-05,136618.0,372.047,4.7562,0.772803,6276.0,3.82559
12571,00444584399-01,444584399,24.0,1.08362,0.000503,4553.1,482.567,4.53694,0.970091,3769.0,4.64913
12572,00445287089-01,445287089,24.0,0.636795,-1.0,386358.0,0.0,2.0,0.1,7035.0,3.67279
12573,00445287089-02,445287089,24.0,0.636867,-1.0,1933.37,-1.0,1.5,0.1,7035.0,3.67279
12574,00445914199-01,445914199,24.0,0.27803,3.16141e-05,191444.0,17484.0,1.41489,0.532678,5780.0,4.438
12575,00445914199-02,445914199,24.0,0.278146,2.6378e-05,131588.0,12162.9,0.931838,0.00999983,5780.0,4.438
12576,00455896112-01,455896112,24.0,0.308722,2.04383e-06,37634.6,553.056,0.944011,0.990105,7153.0,3.3442
12577,00458490358-01,458490358,24.0,0.380718,6.13044e-06,21313.0,1052.23,0.627337,0.951244,6176.58,4.20736
12578,00458490358-02,458490358,24.0,0.380663,-1.0,349861.0,0.0,0.5,0.1,6176.58,4.20736
12579,00458717312-01,458717312,24.0,0.485575,-1.0,269987.0,0.0,1.5,0.1,5915.0,4.02226
12580,00459276247-01,459276247,24.0,0.316874,1.3227e-05,133945.0,17758.5,0.512,0.00999983,7059.0,4.438
12581,00459276247-02,459276247,24.0,0.316868,-1.0,109430.0,-1.0,0.5,0.1,7059.0,4.438
12582,00459937956-01,459937956,24.0,0.225759,1.25454e-05,218.936,22.6563,0.529286,0.704095,7307.0,4.13966
12583,00459937956-02,459937956,24.0,0.225798,1.21508e-05,225.271,19.9969,0.605441,0.00999983,7307.0,4.13966
12584,00459979709-01,459979709,24.0,0.235714,-1.0,438431.0,0.0,0.5,0.1,4400.0,4.29454
12585,00459979709-02,459979709,24.0,1.84372,0.000159076,111064.0,10144.8,22.1246,0.313923,4400.0,4.29454
12586,00459981467-01,459981467,24.0,0.235714,2.3404e-06,19005.9,115.432,1.86278,0.990105,6131.0,4.438
12587,00462587105-01,462587105,24.0,0.594523,8.13423e-06,150264.0,1458.57,2.1376,0.473092,5179.0,4.32068
12588,00462587105-02,462587105,24.0,0.594582,5.22101e-05,19361.6,1085.15,1.9931,0.807979,5179.0,4.32068
12589,00462617334-01,462617334,24.0,0.23385,1.59506e-05,494.387,44.9676,0.894881,0.72797,6592.0,4.33009
