,tceid,ticid,sector,orbitalPeriodDays,orbitalPeriodDays_err,transitDepthPpm,transitDepthPpm_err,transitDurationHours,minImpactParameter,starTeffKelvin,starLoggCgs
0,00117515123-01,117515123,1.0,0.259615,5.94549e-06,7149.74,707.751,0.518326,0.700349,4857.0,4.438
1,00117515123-02,117515123,1.0,0.259535,-1.0,534479.0,0.0,0.5,0.1,4857.0,4.438
2,00117544915-01,117544915,1.0,1.4856,-1.0,0.0,0.0,2.0,0.1,6220.0,3.60015
3,00117544915-02,117544915,1.0,1.48414,-1.0,1481.59,-1.0,1.5,0.1,6220.0,3.60015
4,00117544915-03,117544915,1.0,1.48441,-1.0,1072.01,-1.0,1.0,0.1,6220.0,3.60015
5,00121420805-01,121420805,1.0,1.7171,-1.0,632758.0,0.0,2.5,0.1,5797.0,4.34176
6,00121420805-02,121420805,1.0,1.71679,5.36533e-05,61733.9,1854.27,5.46083,0.999883,5797.0,4.34176
7,00126602778-01,126602778,1.0,0.712213,-1.0,380284.0,0.0,1.5,0.1,7377.0,4.438
8,00126637765-01,126637765,1.0,0.273753,9.44169e-06,43115.4,1706.97,1.66615,0.999762,5839.0,4.438
9,00126637765-02,126637765,1.0,0.273317,-1.0,3969.17,-1.0,0.5,0.1,5839.0,4.438
10,00126944775-01,126944775,1.0,1.3479,-1.0,0.0,0.0,2.0,0.1,7639.0,3.99909
11,00126944775-03,126944775,1.0,1.34895,-1.0,4191.65,-1.0,2.5,0.1,7639.0,3.99909
12,00126944775-04,126944775,1.0,1.34696,-1.0,1537.17,-1.0,2.5,0.1,7639.0,3.99909
13,00126945917-01,126945917,1.0,1.34092,-1.0,365952.0,0.0,3.0,0.1,7524.0,4.12991
14,00139067693-01,139067693,1.0,0.47419,6.38483e-05,3472.44,273.012,2.5592,0.925122,3288.0,4.438
15,00139128537-01,139128537,1.0,1.57775,-1.0,0.0,0.0,1.5,0.1,4488.0,4.43856
16,00139128537-02,139128537,1.0,1.57807,7.23074e-06,75550.9,196.042,2.19257,0.679961,4488.0,4.43856
17,00139128537-03,139128537,1.0,1.57917,-1.0,7543.8,-1.0,3.0,0.1,4488.0,4.43856
18,00139148071-01,139148071,1.0,0.700651,-1.0,287134.0,0.0,1.5,0.1,6145.0,4.438
19,00139148616-01,139148616,1.0,1.16452,0.00015015,174.126,17.651,3.2999,0.258572,6825.97,4.438
20,00139188326-01,139188326,1.0,0.294214,2.91241e-06,5574.13,521.696,1.68687,1.0,6506.0,4.438
21,00139285669-01,139285669,1.0,0.697789,0.000299059,25136.9,2697.29,5.70717,0.871078,3260.0,4.438
22,00139700621-01,139700621,1.0,0.346936,5.72103e-06,40457.4,2563.8,2.03831,0.999991,6177.0,4.27353
23,00139804696-01,139804696,1.0,0.770985,0.000162059,1608.24,224.088,2.82142,0.339697,3043.0,4.438
24,00139804696-03,139804696,1.0,0.770959,0.000345706,3365.13,3404.08,5.58789,0.999999,3043.0,4.438
25,00139841210-01,139841210,1.0,0.744505,2.12639e-06,129096.0,165.678,2.91314,0.699911,5385.0,4.438
26,00140510824-01,140510824,1.0,0.297577,9.57672e-06,1088.91,64.7069,1.01256,0.5,5252.2,2.92
27,00140510824-02,140510824,1.0,0.297436,3.22128e-05,935.61,621.38,1.43882,0.999998,5252.2,2.92
28,00140940493-01,140940493,1.0,0.248915,1.73697e-05,443.198,47.838,0.587861,0.695945,5516.25,4.50311
29,00140940493-02,140940493,1.0,0.24905,1.28521e-05,632.775,41.7048,0.915072,0.432594,5516.25,4.50311
30,00141484981-01,141484981,1.0,0.337533,3.33097e-05,191.998,22.6311,1.01518,0.685515,8130.0,4.36343
31,00141484981-02,141484981,1.0,0.337617,2.30594e-05,279.481,19.5043,1.19828,0.7,8130.0,4.36343
32,00141606986-02,141606986,1.0,0.343801,1.70878e-06,400817.0,2234.09,2.11811,0.307619,5868.9,4.20529
33,00141622065-01,141622065,1.0,1.46399,2.41688e-05,161074.0,613.895,7.62264,0.507383,6640.1,4.23521
34,00141770047-01,141770047,1.0,0.269369,3.35324e-05,482.599,84.1284,0.530134,0.901407,7675.0,4.39824
35,00141865875-01,141865875,1.0,0.223117,1.69997e-05,146.8,18.7334,0.486701,0.505033,7365.0,4.438
36,00141865875-02,141865875,1.0,0.223115,1.18716e-05,223.534,27.4834,0.417961,0.896965,7365.0,4.438
37,00141865875-03,141865875,1.0,0.223066,1.18072e-05,270.353,25.5514,0.535589,0.698881,7365.0,4.438
38,00142148228-01,142148228,1.0,0.780585,1.00322e-05,5058.34,68.8397,1.58292,0.999761,6583.0,3.8023
39,00142148228-02,142148228,1.0,1.56226,0.000148341,620.039,84.3326,0.374355,0.0498014,6583.0,3.8023
40,00144194304-01,144194304,1.0,0.48358,-1.0,342410.0,0.0,1.5,0.1,6387.0,4.23968
41,00144194304-02,144194304,1.0,0.483442,-1.0,305023.0,0.0,0.5,0.1,6387.0,4.23968
42,00144462697-01,144462697,1.0,1.23399,-1.0,450330.0,0.0,2.5,0.1,6739.0,4.19374
43,00147083089-01,147083089,1.0,0.544222,-1.0,531251.0,0.0,1.5,0.1,5191.0,4.46189
44,00147083089-02,147083089,1.0,0.362737,-1.0,3190.78,-1.0,0.5,0.1,5191.0,4.46189
45,00147083089-03,147083089,1.0,0.362737,-1.0,418227.0,0.0,0.5,0.1,5191.0,4.46189
46,00147131974-01,147131974,1.0,0.801841,-1.0,281965.0,0.0,1.5,0.1,6357.0,4.24426
47,00147131974-02,147131974,1.0,0.802711,5.07424e-05,182324.0,9853.89,9.63253,0.959301,6357.0,4.24426
48,00147201138-01,147201138,1.0,1.88116,-1.0,0.0,0.0,2.0,0.1,6583.0,4.21221
49,00147201138-02,147201138,1.0,1.88043,-1.0,2159.16,-1.0,1.5,0.1,6583.0,4.21221
50,00147271811-01,147271811,1.0,0.287462,1.73076e-05,915.847,87.286,1.05932,0.111731,5452.0,4.60041
51,00147271811-02,147271811,1.0,0.287459,2.21676e-05,889.708,60.2263,1.26036,0.9,5452.0,4.60041
52,00149308175-01,149308175,1.0,0.280402,1.60629e-05,543.76,55.8411,0.939885,0.1,5751.3,4.08
53,00149473467-01,149473467,1.0,1.09506,-1.0,698.698,-1.0,3.0,0.1,6331.0,3.96862
54,00150100627-01,150100627,1.0,0.225039,1.83913e-05,289.041,48.134,0.516816,0.516722,7026.0,4.01869
55,00150145456-01,150145456,1.0,0.64504,5.50024e-05,1029.95,111.806,1.71593,0.670108,5224.0,4.45558
56,00150145456-02,150145456,1.0,0.644931,5.85113e-05,1034.52,98.7397,2.03589,0.456796,5224.0,4.45558
57,00150145456-03,150145456,1.0,0.644957,7.70162e-05,2126.84,98.5937,2.35015,0.990837,5224.0,4.45558
58,00150166721-01,150166721,1.0,0.485805,4.78433e-06,25244.4,3159.2,1.18795,0.999999,6368.0,3.20636
59,00150166721-02,150166721,1.0,0.485871,1.19064e-05,2762.67,693.599,0.413877,0.999802,6368.0,3.20636
60,00150187916-01,150187916,1.0,1.1162,1.28071e-05,4970.77,62.7052,1.04561,0.977875,6178.6,4.438
61,00150187916-02,150187916,1.0,1.11635,3.37912e-05,921.957,51.1539,0.675466,0.182115,6178.6,4.438
62,00150187916-04,150187916,1.0,1.11602,0.000108856,657.324,77.0907,0.851355,0.967863,6178.6,4.438
63,00150361803-01,150361803,1.0,0.268693,3.64384e-05,317.859,50.3572,1.18382,0.252674,5651.4,4.30401
64,00152254863-01,152254863,1.0,1.92301,0.000208111,564.109,69.9989,2.85135,0.386913,6502.0,4.22302
65,00152282527-01,152282527,1.0,0.239435,1.30799e-05,228.904,24.2114,0.629217,0.691562,6763.0,3.72667
66,00152282527-02,152282527,1.0,0.479007,2.01215e-05,412.82,29.7818,1.03824,0.7,6763.0,3.72667
67,00152282527-03,152282527,1.0,0.478815,2.19824e-05,352.438,26.2676,0.973381,0.31578,6763.0,3.72667
68,00152825521-01,152825521,1.0,0.371548,-1.0,355658.0,0.0,1.0,0.1,5169.0,4.15102
69,00152825521-02,152825521,1.0,0.743282,3.86783e-05,16734.2,1911.5,1.80088,0.999973,5169.0,4.15102
70,00152926069-01,152926069,1.0,0.80326,3.72108e-05,24353.6,362.172,4.9779,0.793803,5114.0,4.47583
71,00152926069-02,152926069,1.0,0.267799,3.75192e-05,2180.65,365.268,1.4967,0.944962,5114.0,4.47583
72,00160036449-01,160036449,1.0,1.89305,-1.0,451230.0,0.0,3.0,0.1,7099.0,4.438
73,00160036449-02,160036449,1.0,1.8932,6.06962e-05,68728.1,1008.83,5.72887,0.999745,7099.0,4.438
74,00161262226-01,161262226,1.0,0.30732,-1.0,894.864,-1.0,1.0,0.1,5153.0,4.438
75,00161262226-02,161262226,1.0,0.307365,2.94861e-06,108569.0,1199.16,1.67971,0.970294,5153.0,4.438
76,00166969346-01,166969346,1.0,0.419168,0.000106259,371.877,39.4092,2.25881,0.996134,5594.75,4.34394
77,00166969346-02,166969346,1.0,0.419401,5.57848e-05,236.548,29.1168,1.34646,0.313897,5594.75,4.34394
78,00166969516-01,166969516,1.0,0.434235,1.28012e-05,36414.9,9321.75,2.19736,0.999998,6079.46,4.35161
79,00167007869-01,167007869,1.0,0.551315,1.26406e-05,1194.25,49.4726,1.01963,0.7,4833.0,2.38238
80,00167123437-01,167123437,1.0,0.767178,3.24978e-05,89903.0,2468.12,1.8324,0.917742,4862.0,4.438
81,00167123437-02,167123437,1.0,0.76713,6.75902e-05,33913.6,2224.28,1.83395,0.818147,4862.0,4.438
82,00167163906-01,167163906,1.0,0.756212,0.000165691,9753.13,948.743,5.53679,0.999953,5464.82,4.68802
83,00167602738-01,167602738,1.0,0.353548,2.49205e-05,402.342,35.5783,0.99457,0.696701,6856.0,4.20431
84,00167602738-02,167602738,1.0,0.353458,2.18072e-05,476.952,30.4684,1.18971,0.448891,6856.0,4.20431
85,00167724857-01,167724857,1.0,0.998512,0.000132866,326.293,47.1981,2.5773,0.761247,7747.0,4.1161
86,00167724857-02,167724857,1.0,0.998567,0.0001198,332.43,44.7097,2.82697,0.483471,7747.0,4.1161
87,00167724857-03,167724857,1.0,1.79933,0.000263998,583.921,98.5793,2.59755,4.20058e-06,7747.0,4.1161
88,00177022232-01,177022232,1.0,0.275634,3.20621e-05,101.612,11.5065,0.979518,0.704942,6320.0,4.37557
89,00177309964-01,177309964,1.0,0.453285,1.47144e-05,17819.2,833.021,0.986134,0.911142,3289.0,4.438
90,00177309964-02,177309964,1.0,0.453344,2.37275e-05,23479.3,1935.29,1.5178,0.980073,3289.0,4.438
91,00177313167-01,177313167,1.0,0.299665,3.32915e-05,2007.75,267.185,1.05228,0.540095,3141.0,4.438
92,00177313167-02,177313167,1.0,0.299723,6.90084e-05,4380.69,566.144,3.59667,0.839286,3141.0,4.438
93,00179304342-01,179304342,1.0,1.13609,0.000401143,392188.0,35949.7,4.42627,0.347483,5780.0,4.438
94,00179305059-01,179305059,1.0,0.619897,0.000266144,5575.29,4519.37,4.65211,0.999989,5780.0,4.438
95,00179637387-01,179637387,1.0,0.898478,0.000321153,7066.46,569.895,6.18316,0.981978,8768.0,4.10303
96,00180413022-01,180413022,1.0,1.4135,0.000475616,305.304,33.5435,5.00805,0.40599,6017.5,3.88
97,00181043668-01,181043668,1.0,1.04217,0.00025585,393.211,47.1837,1.96936,0.789694,5982.0,4.41361
98,00181043970-01,181043970,1.0,0.870964,-1.0,791125.0,0.0,2.5,0.1,7466.0,4.09068
99,00181043970-03,181043970,1.0,0.871004,2.38877e-05,33194.7,9159.21,1.42287,0.999997,7466.0,4.09068
100,00183494861-01,183494861,1.0,0.206519,1.29483e-05,273.075,38.6921,0.538974,0.5,7136.0,4.15827
101,00183494861-02,183494861,1.0,0.206594,1.24551e-05,272.432,34.0575,0.609079,0.36601,7136.0,4.15827
102,00197735761-01,197735761,1.0,0.601975,1.54761e-05,292472.0,4071.86,4.12658,0.439647,7115.0,4.15924
103,00197760286-01,197760286,1.0,0.601285,2.2044e-05,2217.26,46.715,1.37611,0.993802,6356.7,4.53
104,00200645730-01,200645730,1.0,0.291927,6.58586e-06,30430.6,1266.45,1.39735,0.980104,5188.0,4.46246
105,00200655763-01,200655763,1.0,0.296379,7.30357e-06,79500.0,4976.52,1.69043,0.999771,5323.0,4.22558
106,00201176965-01,201176965,1.0,1.36383,-1.0,333276.0,0.0,2.5,0.1,6367.0,3.9768
107,00201176965-02,201176965,1.0,1.8189,0.000335006,27028.5,2058.17,4.96653,0.92602,6367.0,3.9768
108,00201248411-01,201248411,1.0,0.98097,1.08359e-05,7045.56,111.806,0.762797,0.952166,4486.0,4.49914
109,00201249189-01,201249189,1.0,0.235168,2.1463e-05,614.103,158.258,0.491486,0.901809,6902.0,4.09975
110,00201249189-02,201249189,1.0,0.470587,1.97862e-05,2088.8,333.878,1.03662,0.490899,6902.0,4.09975
111,00201249189-03,201249189,1.0,0.470558,1.71662e-05,89764.5,29426.4,3.11644,0.999994,6902.0,4.09975
112,00201256771-01,201256771,1.0,1.88092,5.04435e-05,106261.0,478.872,7.69635,0.972464,4911.0,4.507
113,00201293780-01,201293780,1.0,0.468878,5.32903e-06,13147.1,159.339,1.60055,0.999769,5667.0,4.18416
114,00201293780-02,201293780,1.0,0.936439,0.000321585,476.976,47.8554,3.21179,0.927037,5667.0,4.18416
115,00204418296-01,204418296,1.0,0.504346,7.09239e-05,749.117,48.6633,1.74872,0.91909,5039.0,4.48824
116,00204497617-01,204497617,1.0,1.58916,5.73127e-06,211116.0,288.029,3.34575,0.200574,6461.0,4.438
117,00204497617-02,204497617,1.0,1.58919,4.01516e-05,27569.0,267.27,3.27554,0.760756,6461.0,4.438
118,00206327795-01,206327795,1.0,0.223941,3.614e-06,2310.95,96.7266,0.432773,0.700044,4020.0,4.438
119,00206327795-02,206327795,1.0,0.223897,2.72884e-06,2672.23,83.7939,0.433244,0.701602,4020.0,4.438
120,00206327797-01,206327797,1.0,0.223942,4.46112e-06,12547.3,629.561,0.460312,0.500939,3342.0,4.94411
121,00206327797-02,206327797,1.0,0.223881,2.56272e-05,32382.5,1370.91,2.68657,0.999055,3342.0,4.94411
122,00206460831-01,206460831,1.0,0.363875,6.19784e-06,19545.9,1276.18,1.21429,0.99998,6603.0,4.438
123,00206460831-02,206460831,1.0,0.363916,2.72842e-05,1903.75,379.525,0.662809,0.915459,6603.0,4.438
124,00206462116-01,206462116,1.0,1.48364,2.20299e-05,60303.7,252.086,4.82645,0.873621,6847.0,4.438
125,00206537272-01,206537272,1.0,0.244718,2.63742e-06,18344.2,570.174,0.616988,0.897383,5448.0,4.41009
126,00206537272-02,206537272,1.0,0.244692,3.36377e-06,17852.7,4159.55,0.353279,0.999951,5448.0,4.41009
127,00206537272-03,206537272,1.0,0.244831,4.46572e-06,9376.88,538.989,0.496035,0.127098,5448.0,4.41009
128,00206544316-01,206544316,1.0,0.322001,3.78075e-06,65364.2,1008.81,1.20977,0.701827,3112.0,4.438
129,00206544316-02,206544316,1.0,0.321978,4.48988e-06,45943.2,1203460.0,0.69289,1.0,3112.0,4.438
130,00206555954-01,206555954,1.0,0.397629,9.48983e-05,53214.5,2097.5,4.77155,0.793599,6567.0,4.21428
131,00206556127-01,206556127,1.0,1.1055,2.08065e-06,143326.0,246.559,2.34051,0.90361,3824.0,4.7304
132,00206609630-01,206609630,1.0,0.335265,3.34211e-06,18084.2,332.497,0.706313,0.90022,3332.0,4.94964
133,00206609630-02,206609630,1.0,0.67025,0.000131129,1655.97,338.096,1.82842,0.164321,3332.0,4.94964
134,00212344482-01,212344482,1.0,0.752261,2.78747e-05,13286.1,25022.2,2.92605,1.0,5711.0,4.35791
135,00212344482-02,212344482,1.0,0.752386,3.90573e-05,974.653,100.529,0.66144,0.985646,5711.0,4.35791
136,00212344482-03,212344482,1.0,0.752323,3.55056e-05,757.141,70.3122,0.517905,0.901671,5711.0,4.35791
137,00214299836-01,214299836,1.0,0.871244,7.94997e-06,11741.2,48.2561,3.68927,0.970903,6292.0,4.438
138,00214299836-02,214299836,1.0,0.87156,3.37037e-05,528.346,38.8552,0.425774,0.0611892,6292.0,4.438
139,00219118940-01,219118940,1.0,0.202396,1.37119e-05,459.144,57.2389,0.594904,0.0109212,7172.0,4.16262
140,00219118940-02,219118940,1.0,0.202378,6.9317e-06,822.95,48.1346,0.692788,0.0485176,7172.0,4.16262
141,00219328784-01,219328784,1.0,1.96882,6.57966e-05,9036.06,231.812,1.59595,0.999001,4511.0,4.55226
142,00219335256-01,219335256,1.0,0.274077,2.71306e-05,868.879,86.3315,1.63186,0.99956,5119.0,4.53834
143,00219335256-02,219335256,1.0,0.832059,0.000415351,2513.53,662.06,3.93238,0.999774,5119.0,4.53834
144,00219335256-03,219335256,1.0,0.806337,0.000541192,5267.37,238941.0,3.89011,1.0,5119.0,4.53834
145,00219338651-01,219338651,1.0,1.26572,-1.0,788559.0,0.0,1.0,0.1,6204.0,4.26896
146,00219338651-03,219338651,1.0,1.26598,6.46965e-05,30748.2,97850.8,2.77827,1.0,6204.0,4.26896
147,00219338651-04,219338651,1.0,1.26592,0.000108118,31595.3,2380.3,3.33399,0.99972,6204.0,4.26896
148,00219338651-05,219338651,1.0,1.26611,-1.0,1736.39,-1.0,1.5,0.1,6204.0,4.26896
149,00220388567-01,220388567,1.0,1.82361,-1.0,287917.0,0.0,3.5,0.1,6745.0,3.68738
150,00220388567-02,220388567,1.0,1.82356,-1.0,583.97,-1.0,2.5,0.1,6745.0,3.68738
151,00220453894-01,220453894,1.0,0.232329,2.08939e-05,258.44,36.953,0.513315,0.478715,7090.58,4.14618
152,00220453894-02,220453894,1.0,0.258247,2.1042e-05,342.813,48.5082,0.509058,0.191759,7090.58,4.14618
153,00220474209-01,220474209,1.0,0.980154,3.10945e-06,71451.8,355.922,2.11009,0.999156,5843.0,4.33325
154,00220474209-02,220474209,1.0,0.490069,4.67516e-06,22742.0,112.982,2.15976,0.989254,5843.0,4.33325
155,00220474209-03,220474209,1.0,0.979767,0.000184281,1192.81,136.375,2.17688,0.938683,5843.0,4.33325
156,00220476782-01,220476782,1.0,0.284464,2.28358e-05,209.715,22.0697,0.996209,0.1,4789.0,2.18895
157,00220476782-02,220476782,1.0,0.284444,4.04648e-05,236.079,38.0651,1.40311,0.999665,4789.0,2.18895
158,00220478846-01,220478846,1.0,0.318945,5.06775e-05,2877.89,237.907,1.69384,0.996641,3665.0,4.438
159,00220478846-02,220478846,1.0,0.318986,2.51036e-05,1943.53,281.569,0.54728,0.314761,3665.0,4.438
160,00220521199-01,220521199,1.0,0.728838,1.80122e-06,188032.0,653.404,3.09959,0.00648149,6473.0,4.438
161,00220521199-02,220521199,1.0,0.728846,4.33315e-06,36116.2,240.448,3.09015,0.682318,6473.0,4.438
162,00220539110-01,220539110,1.0,0.386628,8.94484e-06,1940.03,131.224,0.461998,0.945013,3565.0,4.83519
163,00231629787-01,231629787,1.0,0.266531,-1.0,345370.0,0.0,1.0,0.1,31000.0,5.59998
164,00231629787-02,231629787,1.0,0.266561,3.42983e-06,127854.0,2534.9,1.52057,0.372494,31000.0,5.59998
165,00231632224-01,231632224,1.0,0.289205,-1.0,16544.6,-1.0,0.5,0.1,7027.0,4.16638
166,00231663901-01,231663901,1.0,1.43039,3.22502e-05,20373.9,240.624,1.62663,0.673751,5600.0,4.48851
167,00231712886-01,231712886,1.0,0.276376,-1.0,7705.63,-1.0,1.0,0.1,31000.0,5.59998
168,00231712886-02,231712886,1.0,0.276239,0.020887,11.036,2400.91,0.331151,0.953853,31000.0,5.59998
169,00231810586-01,231810586,1.0,0.973098,0.000363535,963.522,130.755,3.92451,0.955289,5079.0,4.58046
170,00231826813-01,231826813,1.0,1.80281,0.000417824,107.804,16.0566,4.66272,0.0877944,6882.0,4.438
171,00231826813-02,231826813,1.0,1.80259,0.00120628,391.591,34.6786,8.33811,0.999249,6882.0,4.438
172,00231828370-01,231828370,1.0,0.685923,1.40467e-05,7756.39,97.5646,2.09137,0.998577,5759.0,4.34886
173,00231828370-03,231828370,1.0,0.685964,0.000144514,706.529,5413.27,1.84006,1.0,5759.0,4.34886
174,00231833204-01,231833204,1.0,0.418012,5.04665e-05,897.688,138.927,2.03663,0.999968,6709.0,4.16664
175,00231840927-01,231840927,1.0,0.817902,2.54615e-05,3119.57,75.9513,1.33258,0.998874,5726.4,4.0
176,00231848236-01,231848236,1.0,0.486909,3.99258e-05,121.14,9.99307,1.58399,0.231761,6672.84,4.438
177,00231852097-01,231852097,1.0,0.219634,1.6136e-05,192.377,29.6011,0.456956,0.902782,7090.0,4.438
178,00231852097-02,231852097,1.0,0.219642,1.20009e-05,247.297,26.3427,0.44173,0.523633,7090.0,4.438
179,00231852097-03,231852097,1.0,0.219634,1.02448e-05,281.016,26.2406,0.469763,0.926452,7090.0,4.438
180,00231860752-01,231860752,1.0,0.979764,8.68581e-05,11591.6,604.985,2.76326,0.951405,7312.0,3.64403
181,00232063593-01,232063593,1.0,1.23502,2.65391e-05,10718.7,2602.13,1.10106,0.999999,6440.0,4.23182
182,00232063593-02,232063593,1.0,1.2349,2.38622e-05,17148.4,2247.7,1.21776,0.999997,6440.0,4.23182
183,00232063593-03,232063593,1.0,1.23498,2.91958e-05,3201.65,181.911,0.267636,0.0765293,6440.0,4.23182
184,00232063593-04,232063593,1.0,0.617501,2.85954e-05,3726.12,4657.22,1.03611,1.0,6440.0,4.23182
185,00232063593-05,232063593,1.0,0.617556,2.30671e-05,4058.13,65688.5,0.962078,1.0,6440.0,4.23182
186,00232073646-01,232073646,1.0,0.281832,7.71472e-06,1521.38,130.568,0.591085,0.619591,5501.0,4.31545
187,00234284556-01,234284556,1.0,1.10679,0.000106219,6680.21,400.485,1.69394,0.975924,3186.0,4.438
188,00234295610-01,234295610,1.0,0.7623,4.41154e-05,26475.7,1153.86,3.23188,0.608247,3082.0,4.438
189,00234295610-02,234295610,1.0,0.762351,5.57336e-05,24447.1,2050.45,2.21506,0.934686,3082.0,4.438
190,00234491752-01,234491752,1.0,0.865857,-1.0,286692.0,0.0,2.0,0.1,6473.0,3.99833
191,00234494090-01,234494090,1.0,0.97261,1.56397e-05,184499.0,3387.02,1.69604,0.771667,4181.0,4.438
192,00234518883-01,234518883,1.0,0.642272,-1.0,20930.7,-1.0,0.5,0.1,6041.8,0.15
193,00234518883-02,234518883,1.0,0.642395,0.000163554,41083.2,171247.0,1.33387,0.999105,6041.8,0.15
194,00234520293-01,234520293,1.0,0.37641,3.8824e-05,469.407,65.1174,0.623304,0.789019,5210.0,4.56412
195,00234994474-01,234994474,1.0,1.40148,0.000136539,557.362,39.092,1.26135,0.765844,3794.0,4.67812
196,00237324767-01,237324767,1.0,0.209647,1.29177e-05,249.359,36.6641,0.513335,0.7,7228.0,4.15714
197,00237324767-02,237324767,1.0,0.209655,1.14316e-05,255.894,31.0114,0.504057,0.1,7228.0,4.15714
198,00237324767-03,237324767,1.0,0.20971,1.84974e-05,200.741,31.3215,0.440633,0.9,7228.0,4.15714
199,00237324767-04,237324767,1.0,0.209555,1.49085e-05,189.413,26.2913,0.347633,0.309544,7228.0,4.15714
200,00237910557-01,237910557,1.0,0.339492,0.000100474,2359.78,299.555,2.78144,0.972015,3052.0,4.438
201,00237913659-01,237913659,1.0,0.645087,0.000130833,481.226,71.4412,2.04055,0.0826645,3683.0,4.78307
202,00238170857-01,238170857,1.0,0.393401,1.41715e-05,47420.5,1787.26,2.26935,0.999686,6051.0,4.15213
203,00024695725-01,24695725,1.0,0.236751,1.07213e-05,741956.0,97274.1,0.459047,0.00514949,4813.0,4.438
204,00024695725-02,24695725,1.0,0.236773,-1.0,59351.8,-1.0,0.5,0.1,4813.0,4.438
205,00025078924-01,25078924,1.0,0.904417,6.01008e-06,65901.2,323.217,2.02436,0.768398,5614.0,4.37659
206,00025078924-02,25078924,1.0,0.9044,2.84396e-05,11354.0,268.769,1.91105,0.961899,5614.0,4.37659
207,00025078924-03,25078924,1.0,0.226149,3.46137e-05,1740.78,283.929,1.34407,0.99636,5614.0,4.37659
208,00025226885-01,25226885,1.0,1.63211,1.46492e-05,128328.0,481.047,3.44872,0.406054,5703.0,4.35943
209,00025226885-02,25226885,1.0,1.63203,8.06635e-05,17157.0,347.01,3.42123,0.793542,5703.0,4.35943
210,00253928535-01,253928535,1.0,1.12476,-1.0,239963.0,0.0,1.5,0.1,4546.0,4.438
211,00253928535-02,253928535,1.0,1.14633,0.000117086,13499.0,1091.1,13.756,0.89558,4546.0,4.438
212,00259864042-01,259864042,1.0,0.460794,4.42362e-06,111949.0,3709.82,0.34132,0.525499,31000.0,5.59998
213,00259901389-01,259901389,1.0,0.444045,3.72844e-05,1646.88,81.9255,2.1473,0.943894,5534.0,4.57508
214,00260161144-01,260161144,1.0,1.11704,-1.0,248324.0,0.0,2.0,0.1,6239.0,4.438
215,00260161144-02,260161144,1.0,1.11721,-1.0,2532.27,-1.0,3.0,0.1,6239.0,4.438
216,00260161144-03,260161144,1.0,1.11694,-1.0,2184.65,-1.0,2.5,0.1,6239.0,4.438
217,00260162199-01,260162199,1.0,0.268121,3.4435e-06,155984.0,2728.7,1.51001,0.888861,4609.0,4.54226
218,00260304277-01,260304277,1.0,0.51273,3.91468e-05,198.803,16.7557,0.948628,0.41017,8910.0,4.21249
219,00260304296-01,260304296,1.0,0.512592,9.18441e-06,5784.01,54.0818,1.68365,0.998174,6725.0,4.19532
220,00260352096-01,260352096,1.0,0.780713,3.92727e-05,75577.8,2173.01,1.85037,0.69063,3896.0,4.438
221,00260352096-02,260352096,1.0,1.55861,0.0028095,23994.9,5004.61,15.2585,0.987694,3896.0,4.438
222,00260353507-01,260353507,1.0,0.333102,1.67065e-05,253.733,19.2218,1.01037,0.699311,6679.0,4.438
223,00260353507-02,260353507,1.0,0.333208,1.75954e-05,256.501,15.2906,1.23899,0.00152822,6679.0,4.438
224,00260654645-01,260654645,1.0,0.364102,0.350561,0.387125,1716.89,0.186292,0.958813,6826.0,4.18469
225,00260654645-02,260654645,1.0,0.273071,1.9644e-05,8568.07,2505.3,0.659377,0.696809,6826.0,4.18469
226,00260657291-01,260657291,1.0,0.369267,4.97206e-05,866.62,84.8164,1.38231,0.121612,3901.0,4.63814
227,00260756218-01,260756218,1.0,1.95543,7.46718e-05,26755.7,680.701,2.29964,0.601291,5522.0,4.39493
228,00260820871-01,260820871,1.0,0.6733,0.000101779,413.856,47.2754,2.00873,0.9919,5780.0,4.438
229,00261089147-03,261089147,1.0,0.230868,4.8721e-06,2742.89,199.978,0.547017,0.172269,7884.0,4.16757
230,00261089844-01,261089844,1.0,0.269032,2.40342e-05,388.134,53.4105,0.547269,0.0370064,3705.0,4.77513
231,00261105201-02,261105201,1.0,0.955631,2.69405e-05,1299.1,116.913,0.437264,0.181291,6342.0,3.47913
232,00261105201-03,261105201,1.0,0.477903,9.84465e-06,1296.13,90.174,0.547699,0.114748,6342.0,3.47913
233,00261376909-01,261376909,1.0,0.254384,8.9175e-06,44945.6,30269.3,0.587482,0.999966,5780.0,4.438
234,00261376909-02,261376909,1.0,0.254413,6.51298e-06,40830.9,2981.34,0.450315,0.768931,5780.0,4.438
235,00261746657-01,261746657,1.0,1.31745,-1.0,297767.0,0.0,2.0,0.1,6238.0,4.15539
236,00263078276-01,263078276,1.0,0.568146,-1.0,507708.0,0.0,2.0,0.1,5615.0,4.438
237,00263078276-02,263078276,1.0,0.284048,-1.0,490763.0,0.0,0.5,0.1,5615.0,4.438
238,00265489698-01,265489698,1.0,1.15547,8.07768e-06,73631.6,224.849,3.42994,0.788361,6402.0,3.83127
239,00265489698-02,265489698,1.0,1.15545,2.80113e-05,15457.4,280.92,3.40994,0.87407,6402.0,3.83127
240,00265591866-02,265591866,1.0,0.456229,1.8337e-05,11405.1,772.207,5.47474,0.866024,6242.0,4.26263
