,tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux,Sectors
585,00219791033-01,219791033,1,2,4005.0,4.58083,0.305645,3.88e-05,1.71059,2.01964,0.0228484,2.12902,0.00770964,0.685782,591.205,74.168,1.0417,2010.54,0.00145782,0.0327503,0.498625,9.79096,0.1487,81,37.43938,7.2899,3.29771,1666.75,1823.91,26
586,00219791033-02,219791033,2,2,4005.0,4.58083,0.305742,6.25014e-05,3.72299,4.73943,0.0497283,1.10309,0.00771127,0.685782,1007.93,91.4116,1.86778,2010.38,0.00279805,0.933891,0.990105,0.0,0.15275,82,53.26558,8.22005,3.58275,1666.57,1823.13,26
598,00219865181-01,219865181,1,2,5260.0,4.62122,1.11777,0.000114971,9.33624,11.2282,0.111308,2.64156,0.0203622,0.768323,5126.79,213.736,1.78343,2011.32,0.00143233,0.891716,0.988449,8.11945,0.56202,22,24.543,17.35354,5.2133,1425.73,976.491,26
599,00219865181-02,219865181,2,2,5260.0,4.62122,1.11811,0.000205154,3.35304,0.985039,0.0399754,4.5173,0.0203664,0.768323,1601.64,154.831,1.37519,2010.75,0.00243928,0.118761,0.756227,4.70841,0.76711,22,24.81333,9.05296,4.93097,1425.58,976.09,26
604,00219892705-01,219892705,1,1,5810.0,4.60771,0.53893,7.09853e-05,1.90086,1.83972,0.0207068,3.186,0.0131594,0.840883,450.816,46.1268,1.02844,2010.77,0.00171984,0.0379777,0.670047,1.12724,0.24706,46,48.90648,9.63865,4.31513,2049.36,4168.6,26
624,00229585356-02,229585356,2,2,5475.0,3.94883,1.42022,0.00011846,5.58082,6.96704,0.0297368,16.8398,0.0243895,1.7191,1022.14,115.065,0.629669,2011.6,0.000998039,0.0203076,0.32658,4.61172,0.48815,17,26.51413,13.16023,7.40699,2028.27,3999.64,26
625,00229585365-01,229585365,1,1,6618.0,4.29883,0.710732,0.000151232,3.40751,0.229349,0.0225858,1.32431,0.0173874,1.38197,419.991,31.3703,2.27904,2010.43,0.00297438,0.469497,0.951134,1.01562,0.51109,35,33.10448,9.77651,3.48365,2603.46,10857.3,26
644,00229760134-01,229760134,1,1,6322.0,4.40671,0.823884,0.000189722,5.04857,0.486088,0.0398964,2.22249,0.0185378,1.15913,1409.36,145.368,1.60332,2010.75,0.00317152,0.304382,0.905422,1.66415,-0.16113,30,26.83075,9.60553,3.2574,2205.89,5595.72,26
645,00229766985-01,229766985,1,1,5935.0,4.29283,0.21571,1.38056e-05,9.5314,0.909931,0.0709781,1.05087,0.00723266,1.23007,3298.75,132.486,2.58852,2010.38,0.000716264,1.29426,0.959253,3.45284,0.06039,116,48.04179,7.97725,3.5504,3415.3,32154.0,26
669,00230050959-01,230050959,1,1,6168.0,3.92313,1.12733,0.000124951,9.77378,4.32003,0.0455568,6.95702,0.0224132,1.9652,2369.18,168.821,1.27005,2010.89,0.00155016,0.0584482,0.221934,1.6612,0.45275,22,71.8593,12.3474,5.27824,2548.52,9969.49,26
675,00230115455-01,230115455,1,1,6642.0,4.438,0.466395,5.19447e-05,1.40607,0.26807,0.0128796,1.57385,0.0117758,1.0,154.551,15.8284,1.4451,2010.36,0.00138181,0.0768954,0.870848,4.95122,0.21109,54,45.09935,8.90508,2.973,2700.82,12574.8,26
684,00230136846-01,230136846,1,1,5037.0,4.438,1.24202,0.000195405,3.772,1.07711,0.0399663,3.36212,0.0205317,0.86452,1930.98,151.235,2.97736,2010.86,0.00212941,0.11844,0.070949,5.31647,0.63192,20,11.41104,9.98415,3.85674,1442.24,1022.53,26
687,00230236827-01,230236827,1,1,4404.0,4.62489,0.707905,5.34106e-05,4.84832,9.23328,0.0662945,3.64617,0.0137439,0.669902,1972.56,227.064,0.645567,2010.77,0.00103783,0.322784,0.980858,2.27355,0.32659,35,26.36325,11.12477,4.28321,1356.72,800.722,26
720,00232985036-01,232985036,1,1,6273.0,3.56109,1.46552,0.000144427,9.87981,0.905776,0.0298521,4.24288,0.0269957,3.03159,679.91,73.4502,0.951968,2011.29,0.00135127,0.393886,0.968255,2.73285,-0.08544,17,9.58571,12.2611,4.30035,2933.29,17496.1,26
727,00233051157-01,233051157,1,1,5869.0,3.98498,0.720185,0.000120042,8.7458,5.44119,0.0461849,4.16256,0.0160414,1.73459,2440.64,271.132,1.33939,2010.86,0.00217682,0.0660464,0.305216,2.0373,0.34524,34,24.60173,9.41205,3.37888,2692.98,12429.5,26
732,00233083216-01,233083216,1,1,6220.0,4.33708,0.583107,0.000108987,2.80403,1.3511,0.0208821,1.80296,0.0145195,1.23,476.879,51.016,2.36965,2010.33,0.00245287,0.0729449,0.526512,3.55182,0.18331,43,19.58105,7.90467,3.02239,2526.15,9624.08,26
747,00233211762-01,233211762,1,1,5780.0,4.67672,1.12185,8.46744e-05,6.73856,6.62527,0.098919,4.3135,0.0185413,0.624,5079.3,352.188,1.04899,2011.3,0.00104275,0.524496,0.971771,3.61562,0.62053,22,16.88038,16.09665,4.90607,1479.59,1132.63,26
757,00233541860-01,233541860,1,1,4006.0,4.53258,0.266746,2.96006e-05,1.25288,1.10688,0.016121,1.61543,0.00695596,0.711893,300.411,22.8944,1.28801,2010.51,0.0012926,0.0287166,0.432198,0.17821,0.06654,94,85.83945,10.15764,3.09999,1788.26,2416.84,26
760,00233546272-02,233546272,2,2,4803.0,4.56003,0.828864,0.000404751,5.74362,1.02224,0.0687281,1.17188,0.0158777,0.765507,3430.19,427.361,5.13865,2011.03,0.0069489,2.56933,0.941054,3.86414,0.24638,31,22.2261,10.11186,4.74166,1471.59,1108.32,26
772,00233720276-02,233720276,2,2,6647.0,4.02276,1.09726,0.00838312,1.77769,29.122,0.00853477,1.24077,0.0232983,1.90793,82.8052,625.709,7.95222,2010.65,1.48474,0.0974814,0.0369119,7.70266,0.2972,23,9.49798,105.1717,31.20041,2654.22,11729.2,26
805,00236766358-03,236766358,3,3,7957.0,3.90451,1.08977,0.000180211,5.37194,5.9658,0.0192482,17.3388,0.0257419,2.55645,415.503,103.074,0.489651,2011.33,0.00169098,0.00925793,0.00999983,5.08838,0.32381,22,1.90205,8.18454,5.95439,3498.97,35422.6,26
806,00236776750-01,236776750,1,2,6281.0,4.36221,0.354394,3.17706e-05,7.72252,4.45523,0.0585202,1.21737,0.0104982,1.20879,1527.39,90.1264,1.50774,2010.45,0.00121379,0.753872,0.990105,12.86651,0.17514,70,25.45175,12.00481,2.82199,2973.98,18487.2,26
807,00236776750-02,236776750,2,2,6281.0,4.36221,0.354436,5.06878e-05,8.3227,4.24287,0.0630683,1.14891,0.0104991,1.20879,1764.84,159.957,1.96651,2010.28,0.00211377,0.983257,0.990105,0.0,0.17714,71,60.31735,9.01397,3.97448,2973.86,18484.3,26
809,00236817949-01,236817949,1,1,7154.0,4.33758,0.314778,2.38847e-05,7.89613,1.46915,0.0509337,2.47162,0.010598,1.42006,2661.59,211.247,0.801989,2010.48,0.000919828,0.0771313,0.709791,0.26846,0.18545,79,78.7786,10.68065,3.79034,3654.12,42136.0,26
817,00237222539-01,237222539,1,1,5209.0,4.68003,0.267605,3.67627e-05,7.36071,3.12944,0.0946416,1.09111,0.00781001,0.712418,3624.25,194.404,3.21126,2010.38,0.00194706,1.60563,0.990105,4.27686,0.07081,93,29.03434,9.8923,2.5276,2195.27,5488.74,26
824,00237278994-01,237278994,1,1,6517.0,4.29539,0.343093,1.97465e-05,5.00064,2.36156,0.0335888,4.10499,0.0105774,1.36373,1222.6,222.869,0.575317,2010.43,0.000530107,0.0261189,0.531778,6.58335,0.17518,73,25.16881,7.63555,2.25698,3265.23,26864.5,26
825,00237280575-01,237280575,1,1,6840.0,4.23769,0.544137,0.000139093,1.85812,0.547934,0.0111159,1.42553,0.0148665,1.53118,116.247,14.8187,1.99979,2010.39,0.00325,0.0905275,0.864423,4.91151,0.30137,46,40.27861,7.98046,3.08867,3063.07,20804.1,26
845,00256771035-01,256771035,1,1,3209.0,5.00491,0.260904,5.59218e-05,0.750748,1.62128,0.0290605,1.90184,0.00472612,0.23664,978.713,227.917,1.10581,2010.51,0.00226735,0.037264,0.276595,2.98208,0.06656,96,42.98338,7.86468,3.39322,1001.97,238.196,26
846,00257023157-01,257023157,1,1,5960.0,4.438,0.415626,2.20578e-05,3.11662,0.277832,0.0285484,1.6496,0.010905,1.0,719.231,109.37,1.17117,2010.56,0.000590272,0.15967,0.89966,7.96059,0.20713,60,21.99853,9.45584,4.04917,2518.41,9506.62,26
859,00258276136-01,258276136,1,1,6028.0,4.5251,0.287726,3.9342e-05,3.77975,3.31859,0.036212,1.08257,0.00885482,0.95611,611.798,63.569,1.69881,2010.53,0.0019393,0.849404,0.990105,7.4192,0.14739,87,64.7515,10.93241,3.35636,2763.94,13792.3,26
867,00258799793-01,258799793,1,1,3595.0,4.68697,0.254812,3.88293e-06,6.19146,0.415493,0.101622,3.45376,0.00645793,0.558087,12149.7,481.569,0.631889,2010.5,0.000124309,0.0598584,0.0147119,3.99233,0.15901,98,22.7068,23.48235,4.18557,1474.67,1117.64,26
877,00259003868-03,259003868,3,3,5358.0,4.21203,1.21523,0.0890002,0.426335,37.8678,0.00312168,1.14763,0.021766,1.25101,11.6125,466.335,9.87245,2010.72,7.48721,0.0514861,0.0240087,2.57834,0.71803,21,9.4203,40.95201,11.03531,1792.4,2439.3,26
880,00259006185-02,259006185,2,2,7130.0,4.30753,0.969865,9.52226e-05,9.60401,3.40028,0.0600889,1.63761,0.0223791,1.46405,1999.18,100.322,2.31982,2010.48,0.00136122,1.15991,0.980048,4.47866,0.17359,26,12.18127,26.07219,10.23676,2544.71,9909.96,26
919,00272705043-01,272705043,1,1,3112.0,4.93705,0.398471,8.17951e-05,2.85329,0.622075,0.0901597,1.11827,0.00681173,0.289889,5381.1,344.719,3.46488,2010.49,0.00310731,1.73244,0.947236,3.59181,0.21355,63,29.52624,7.46457,3.30274,895.816,152.193,26
924,00274509791-03,274509791,3,3,8891.0,3.95154,1.19843,-1.0,3.29348,-1.0,0.0115149,3.73372,0.0289027,2.61994,147.236,-1.0,2.5,2011.11,-1.0,0.0294539,0.1,2.55883,0.80397,21,30.00966,14.55468,5.12763,3735.24,46004.0,26
926,00274551602-02,274551602,2,2,4597.0,4.08794,0.95109,-1.0,7.41848,-1.0,0.0531481,3.10952,0.0170516,1.27857,3476.53,-1.0,2.5,2011.03,-1.0,0.131827,0.1,9.9908,0.38301,26,7.78426,8.49466,3.16773,1756.49,2249.59,26
938,00275147680-02,275147680,2,3,5259.0,4.17999,1.04307,-1.0,6.97606,-1.0,0.0500434,2.84485,0.0194447,1.27691,2990.94,-1.0,3.0,2010.27,-1.0,0.150496,0.1,7.52255,0.54998,0,11.26383,9.23763,4.0904,1880.51,2955.42,26
941,00278281138-01,278281138,1,1,6279.0,4.43032,0.490627,0.000157316,3.37025,1.77399,0.0276227,1.07248,0.0130404,1.11762,447.708,92.015,2.8564,2010.47,0.00469182,1.4282,0.984987,2.39705,0.31381,51,38.20814,7.23312,3.03701,2564.98,10229.5,26
943,00280031832-01,280031832,1,2,5616.0,4.66243,0.771847,0.000118468,6.44977,7.14677,0.0767239,1.50739,0.0164435,0.770036,2497.31,142.21,2.25819,2010.85,0.00214003,1.12909,0.989299,8.05796,0.38858,32,26.20918,13.42396,3.88504,1695.81,1954.49,26
944,00280031832-02,280031832,2,2,5616.0,4.66243,0.771143,0.000147752,2.38485,2.17944,0.0283693,2.92654,0.0164335,0.770036,937.637,112.271,2.0583,2010.48,0.00263606,0.0627111,0.247031,0.43076,0.53192,33,20.95929,7.36197,2.94044,1696.33,1956.87,26
963,00284461108-01,284461108,1,2,5645.0,4.56315,0.349505,1.83139e-05,5.11573,0.687068,0.0540914,1.27528,0.00971909,0.866317,1962.97,88.3961,1.43962,2010.48,0.000744852,0.71981,0.962635,6.63748,0.17312,71,58.58769,19.56182,4.66746,2351.7,7228.48,26
964,00284461108-02,284461108,2,2,5645.0,4.56315,0.349489,6.06915e-05,2.4475,0.199138,0.0258788,1.1596,0.00971878,0.866317,490.675,49.3991,1.50373,2010.3,0.00234631,0.51241,0.967419,0.0,0.17474,72,67.91152,9.32719,4.58397,2351.73,7228.93,26
969,00284891601-02,284891601,2,2,8702.0,4.13018,0.310235,1.52562e-05,4.62213,1.64652,0.0201171,3.57664,0.0116357,2.10462,450.503,30.7515,0.685455,2010.33,0.000510042,0.0138849,0.00999983,0.0,0.15511,81,115.0837,16.67566,4.95359,5164.19,168085.0,26
970,00285290940-01,285290940,1,2,5242.0,4.43937,0.29032,3.62682e-05,1.90039,3.79286,0.018428,2.46888,0.00827377,0.944628,395.699,54.3153,0.892546,2010.54,0.00145962,0.0193099,0.347433,8.92408,0.14721,86,75.18675,8.38253,4.19146,2471.54,8818.42,26
971,00285290940-02,285290940,2,2,5242.0,4.43937,0.290205,4.33083e-05,1.75379,3.14084,0.0170065,1.88509,0.00827159,0.944628,346.465,45.5164,1.26329,2010.4,0.00176859,0.0235964,0.00999983,0.0,0.14442,86,66.43904,9.02172,3.05106,2471.86,8823.07,26
974,00286379032-01,286379032,1,1,4614.52,4.67737,0.66506,0.000223453,1.41256,1.7349,0.0199478,2.05781,0.0134336,0.64865,482.01,66.0505,2.58078,2010.88,0.00439693,0.0578306,0.224492,5.98444,0.35074,38,32.51186,7.65067,3.02213,1414.9,947.175,26
983,00287085893-02,287085893,2,3,5302.0,3.95984,0.311757,1.3798e-05,6.84703,8.34157,0.0378695,5.07576,0.00873078,1.65619,1692.43,178.372,0.483064,2010.27,0.000495509,0.0184326,0.181914,6.21429,0.15519,80,24.91089,11.20507,3.52216,3222.26,25477.8,26
984,00287085893-03,287085893,3,3,5302.0,3.95984,0.311808,1.51455e-05,8.32517,0.932016,0.0460448,2.52764,0.00873173,1.65619,1798.69,152.57,0.53716,2010.42,0.000542603,0.113077,0.903084,2.36661,-0.05523,80,83.88676,10.68219,4.46934,3222.08,25472.3,26
991,00287318353-01,287318353,1,3,5144.01,4.63848,0.250081,3.52809e-06,7.05891,4.61771,0.0873137,2.06131,0.00742,0.740547,2979.85,82.597,0.479896,2010.44,0.000132218,0.239948,0.990105,14.33545,0.16568,99,55.31824,11.99739,3.1421,2267.61,6248.75,26
992,00287318353-02,287318353,2,3,5144.01,4.63848,0.250068,2.86343e-06,5.38504,0.7948,0.0666092,2.27725,0.00741974,0.740547,2965.59,111.164,0.449858,2010.36,0.000109257,0.224929,0.951108,29.94979,0.16672,100,84.64275,19.83867,4.45439,2267.65,6249.19,26
993,00287318353-03,287318353,3,3,5144.01,4.63848,0.250061,2.73328e-06,5.46606,1.42564,0.0676112,2.28199,0.00741962,0.740547,2743.12,100.088,0.433449,2010.27,0.000105111,0.216725,0.960716,0.0,0.11873,100,121.7873,29.77978,6.18377,2267.67,6249.4,26
1000,00288312840-04,288312840,4,4,4525.0,4.53854,0.758757,6.82962e-05,4.27765,0.537878,0.0522048,3.67697,0.0145322,0.750573,2317.73,268.076,0.92859,2010.34,0.00173449,0.188159,0.884896,3.58269,0.41664,33,39.23085,7.81152,4.66805,1434.96,1002.04,26
1008,00288516828-01,288516828,1,1,9048.0,4.23412,0.249685,1.96966e-05,3.27425,2.01256,0.0156821,5.06849,0.0102296,1.91252,271.121,37.8388,0.382013,2010.46,0.000706174,0.00606732,0.124583,8.15439,0.10068,99,62.5626,7.40282,3.50689,5459.05,209889.0,26
1021,00289167258-01,289167258,1,1,5646.0,4.53433,0.500464,4.95717e-05,2.47979,1.1086,0.0253518,3.09989,0.0123514,0.895992,608.005,67.534,0.773173,2010.68,0.00122157,0.0596211,0.831618,2.88686,-0.12225,49,24.07723,10.78609,4.02109,2121.91,4791.01,26
1028,00289456142-01,289456142,1,1,6137.0,4.34713,0.441274,2.35864e-05,2.83202,1.01461,0.0216919,2.40692,0.0119252,1.1959,516.818,51.4345,1.29797,2010.35,0.000627033,0.0389333,0.513651,7.98748,0.15692,57,31.28954,14.73145,4.84409,2711.83,12781.1,26
1032,00289564387-03,289564387,3,3,6291.0,4.26647,0.304574,1.76842e-05,3.50208,1.82541,0.0237395,5.46361,0.00949748,1.3513,611.079,79.3155,0.375976,2010.49,0.000642362,0.0121441,0.531697,2.08678,0.16468,81,18.55292,8.65447,3.95972,3311.18,28408.9,26
1051,00298544913-02,298544913,2,3,6031.0,3.99897,1.07262,-1.0,9.00082,-1.0,0.0470338,4.31405,0.0212955,1.75295,2554.51,-1.0,2.0,2011.17,-1.0,0.0923044,0.1,10.76363,0.79204,0,23.06402,65.67529,22.30429,2414.47,8031.7,26
1057,00298661555-04,298661555,4,4,3975.0,4.32083,0.682703,0.0483688,3.98892,698.545,0.0405449,1.62759,0.0129459,0.90119,1991.55,9730.18,3.55609,2010.81,0.82334,0.169099,0.225294,4.73892,0.45579,36,6.67353,7.135,2.5393,1463.43,1083.95,26
1058,00298665328-01,298665328,1,1,6187.0,4.56821,0.541803,6.97016e-05,9.56949,5.79467,0.0937385,1.24073,0.013752,0.935121,3796.73,189.115,2.77586,2010.72,0.00182146,1.38793,0.990105,2.14081,0.35859,46,17.11375,12.73119,3.65163,2251.25,6070.36,26
1059,00298681701-01,298681701,1,1,6521.18,4.37129,0.509065,4.14381e-05,3.11871,2.06331,0.022844,2.71456,0.0137669,1.25055,595.048,41.8983,1.50227,2010.72,0.00104443,0.0352085,0.0169454,3.05586,0.14354,49,38.31123,11.55252,3.53225,2742.53,13369.8,26
1062,00298756723-01,298756723,1,1,6446.0,4.33193,0.737968,9.4587e-05,1.92708,1.64125,0.0136488,2.42271,0.0174968,1.29331,211.513,15.6307,2.38631,2010.45,0.00176157,0.0356775,0.211512,5.7788,0.37498,34,30.81816,10.93711,3.86138,2445.42,8451.58,26
1090,00311432346-01,311432346,1,2,7660.0,4.46201,0.200484,1.39873e-05,3.55509,1.89228,0.0249994,2.70196,0.00814873,1.30262,669.118,85.2144,0.518163,2010.41,0.000505134,0.0179415,0.526216,9.08153,0.07753,124,93.42047,7.67294,2.5757,4273.51,78824.1,26
1091,00311432346-02,311432346,2,2,7660.0,4.46201,0.200489,2.03402e-05,3.7897,0.361195,0.0266492,1.26093,0.00814887,1.30262,583.086,92.8161,0.696691,2010.29,0.000926133,0.209482,0.962192,4.31461,0.05414,125,136.1819,7.71617,3.30638,4273.47,78821.4,26
1096,00313807671-01,313807671,1,2,6627.65,3.80651,1.03916,4.76554e-05,7.38044,4.37491,0.0277136,14.7405,0.0224201,2.43942,855.037,60.9747,0.522467,2010.36,0.000594184,0.0159204,0.341946,12.07503,-0.13932,24,10.58364,13.13781,4.88755,3050.53,20465.6,26
1097,00313807671-02,313807671,2,2,6627.65,3.80651,1.03926,5.81109e-05,7.33805,2.18165,0.0275544,9.34595,0.0224215,2.43942,778.262,61.2346,0.629618,2011.26,0.000686826,0.0336903,0.714769,2.90452,0.21532,23,13.79881,12.05344,5.596,3050.44,20463.1,26
1109,00317553420-01,317553420,1,2,6798.0,4.24319,0.522348,5.11207e-05,3.39738,2.0898,0.020565,2.17459,0.0144145,1.51326,478.632,44.1953,1.94142,2010.67,0.00129215,0.0427129,0.1,5.82643,0.3472,47,27.19896,7.82785,3.24386,3073.47,21088.2,26
1110,00317553420-02,317553420,2,2,6798.0,4.24319,0.520831,0.000136776,4.01221,0.32492,0.0242867,1.10137,0.0143866,1.51326,567.191,78.335,3.86089,2010.59,0.0199923,0.384855,0.836498,0.0,0.24303,48,31.16816,7.32161,3.06093,3076.45,21170.1,26
1117,00320524751-03,320524751,3,3,6276.0,4.16323,0.485836,7.54291e-05,3.25961,6.06559,0.0196595,2.58113,0.0129484,1.51876,443.128,61.13,1.50191,2010.32,0.00205817,0.0307928,0.0911093,1.46208,0.12775,52,31.72304,7.54915,3.21419,2999.24,19123.3,26
1124,00322523216-01,322523216,1,2,5822.0,4.41104,0.42091,2.71878e-05,4.39516,0.907084,0.0381223,2.41918,0.0111709,1.05607,1504.87,155.105,1.08219,2010.4,0.000817783,0.0782816,0.702323,8.94363,0.30949,59,17.93891,8.28686,3.27553,2497.85,9199.91,26
1133,00329347439-01,329347439,1,2,6048.63,4.438,0.53775,9.20791e-05,8.59849,3.40789,0.0714412,1.13718,0.0138184,1.10248,2207.3,127.692,3.37422,2010.53,0.00239934,1.68711,0.990105,11.96153,0.26542,46,24.28985,11.51806,3.93222,2384.0,7633.88,26
1134,00329347439-02,329347439,2,2,6048.63,4.438,0.537746,4.35846e-05,3.13276,1.5097,0.0260288,2.54574,0.0138183,1.10248,774.456,63.3507,1.64285,2010.8,0.000953037,0.0476981,0.28801,0.0,0.26884,47,152.1865,18.83055,7.90404,2384.01,7633.97,26
1151,00335391381-01,335391381,1,1,5586.0,4.53589,0.512634,0.00010749,1.88441,0.861638,0.0194457,1.68323,0.0124879,0.887664,377.751,45.5078,1.82442,2010.75,0.00268062,0.0874475,0.765368,5.05201,0.29459,49,42.07424,7.23133,2.77812,2078.13,4407.68,26
1162,00336485975-01,336485975,1,1,5458.0,4.25605,0.318909,-1.0,4.83509,-1.0,0.036772,5.06465,0.00899788,1.20444,1594.0,-1.0,0.5,2010.49,-1.0,0.0181351,0.1,24.00719,0.15743,78,186.0392,16.75922,6.17537,2786.43,14246.7,26
1189,00353778788-01,353778788,1,1,6575.0,4.16743,0.402386,9.67054e-05,2.5554,0.633275,0.014666,1.32263,0.0118419,1.59604,194.589,26.1554,1.56657,2010.34,0.00300814,0.118111,0.897071,1.00154,0.23192,62,45.56101,7.16775,2.56908,3368.2,30416.8,26
1201,00353989471-01,353989471,1,1,5651.0,4.24204,0.309746,1.0517e-05,6.04964,2.33222,0.0441533,4.15629,0.00897323,1.25506,2171.23,211.531,0.533184,2010.32,0.000326906,0.0297182,0.489808,7.31806,0.1531,81,25.93717,11.82513,3.88499,2949.0,17874.0,26
1214,00356235833-01,356235833,1,1,5477.0,4.46235,1.26917,0.000168974,4.10269,6.1856,0.0394431,2.66223,0.0226437,0.952786,683.713,89.6714,1.24494,2011.03,0.00185142,0.62247,0.990105,3.54898,0.62627,20,15.18172,13.48039,4.61303,1567.68,1427.43,26
1218,00356701798-01,356701798,1,1,6520.0,3.84964,0.536271,-1.0,9.07888,-1.0,0.0364889,4.26993,0.0142497,2.27913,1513.91,-1.0,1.0,2010.5,-1.0,0.0361932,0.1,82.20357,0.12359,47,10.86768,17.48404,4.65539,3638.5,41419.8,26
1222,00356919658-01,356919658,1,1,6404.0,4.3079,1.42629,0.000194667,5.70403,2.16064,0.0396004,6.14963,0.0270094,1.31941,1794.48,121.564,1.85071,2010.47,0.00195453,0.0711193,0.0143249,3.45937,0.71803,18,12.18179,10.94262,3.73912,1975.04,3596.04,26
1231,00357719182-01,357719182,1,3,7179.0,4.23248,0.35949,1.03412e-05,4.79059,1.05699,0.0273374,4.56918,0.0115911,1.6052,765.094,45.8906,0.453594,2010.33,0.000319679,0.0239455,0.710421,17.00216,0.17914,70,53.26683,15.18203,3.95586,3727.84,45640.5,26
1232,00357719182-02,357719182,2,3,7179.0,4.23248,0.35954,1.11484e-05,4.41958,0.992319,0.0252202,5.8512,0.0115922,1.6052,711.289,40.5735,0.47917,2010.51,0.000348715,0.0121394,0.142311,1.80973,0.21989,69,63.47613,15.60408,4.00848,3727.67,45632.1,26
1237,00358017960-01,358017960,1,1,5334.0,4.55669,0.650975,0.000215563,2.4641,0.204273,0.026961,1.15955,0.0143101,0.837182,589.789,48.4442,3.39453,2010.35,0.00470919,0.627555,0.929008,3.10814,0.20831,39,23.97454,9.34571,3.28332,1800.26,2482.32,26
1239,00358018764-01,358018764,1,3,6245.0,4.35763,0.329764,-1.0,9.69729,-1.0,0.0736096,5.42222,0.00995962,1.20674,6196.39,-1.0,0.5,2010.49,-1.0,0.034974,0.1,14.42993,0.16412,75,55.14213,14.64557,5.20878,3033.26,20006.0,26
1241,00358018764-03,358018764,3,3,6245.0,4.35763,0.659751,0.01184,0.557948,37.0738,0.00423523,1.29385,0.0158135,1.20674,20.3234,1314.32,4.36097,2010.64,0.217985,0.0272742,0.302017,8.29628,0.3333,38,11.13521,7.8849,4.33964,2407.23,7935.79,26
1242,00358300248-01,358300248,1,1,5842.0,4.38615,1.06611,0.00014114,3.13114,0.175542,0.0263661,1.6236,0.0207703,1.08781,562.094,27.122,2.54262,2010.76,0.00185854,0.516276,0.942643,2.79433,0.54164,23,12.75638,15.2917,4.59317,1865.56,2862.57,26
1244,00358516596-02,358516596,2,2,5703.0,4.15924,0.394073,3.05915e-05,4.9445,0.907745,0.0325955,1.78716,0.010581,1.38951,1094.6,101.673,1.4222,2010.52,0.000933619,0.094817,0.714608,7.79398,0.1967,63,22.59608,7.29026,3.64125,2883.78,16344.5,26
1248,00358606882-02,358606882,2,2,4919.0,4.438,0.368972,2.32149e-05,2.57577,4.2775,0.0283893,5.17654,0.00890398,0.831093,928.452,104.765,0.511065,2010.41,0.00132306,0.017536,0.438826,4.15295,0.1531,68,50.51239,9.38532,2.88042,2097.01,4570.11,26
1250,00358613523-02,358613523,2,2,7271.0,4.27803,0.664101,-1.0,5.81461,-1.0,0.0345923,2.17904,0.0175771,1.53971,1341.69,-1.0,2.5,2010.65,-1.0,0.0911149,0.1,39.8359,0.21803,38,15.67369,19.45498,8.53792,3002.84,19215.4,26
1251,00359312795-01,359312795,1,1,4797.0,4.48095,0.625392,0.000105906,1.62675,1.29889,0.0178407,2.3073,0.0131253,0.835229,389.434,38.9551,2.18266,2010.8,0.00222196,0.0409952,0.00999983,2.00247,0.46138,39,26.62279,7.68805,4.29708,1688.53,1921.14,26
1263,00359631482-01,359631482,1,3,5393.0,4.438,0.278431,9.63824e-06,2.73908,0.769248,0.0254262,1.8638,0.00827524,0.986778,726.235,49.1619,1.11179,2010.41,0.000348514,0.0396473,0.497464,3.25782,0.07637,89,52.44594,10.50871,2.90359,2598.61,10776.8,26
1264,00359631482-02,359631482,2,3,5393.0,4.438,0.556884,1.63479e-05,3.71172,1.43615,0.0344551,14.8535,0.0131365,0.986778,1395.28,98.4054,0.296512,2010.32,0.00046659,0.00989145,0.00999983,5.48257,0.16248,45,18.2089,9.32088,4.48014,2062.5,4276.54,26
